报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
营业总收入(万元),13216,76962,42664,27101,10736,68349,38735,22505,10466,51044,29234,15448,8087,31536,20087,11194,5412,22117,14622,8122,4688,20944,14289,7758,3796,18427,12411,6428,14001,3386,8741,6615,
营业收入(万元),13216,76962,42664,27101,10736,68349,38735,22505,10466,51044,29234,15448,8087,31536,20087,11194,5412,22117,14622,8122,4688,20944,14289,7758,3796,18427,12411,6428,14001,3386,8741,6615,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),15326,69544,42050,27074,12878,60811,37013,23244,11483,44435,27035,15847,8416,28363,18801,11146,5751,21442,14568,8888,4791,16397,11737,7243,3766,14695,10418,6075,10846,3276,6952,5484,
营业成本(万元),6085,34232,19265,12086,5124,30766,17951,10789,5031,23736,14410,7564,3931,14914,10074,5377,2511,10929,7341,4500,2239,9654,6469,3858,1872,8829,5743,3114,6712,1629,4244,3459,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
