报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),22642,13891,4734,29290,17347,10160,1799,24944,15881,2363,22828,17362,13267,11820,8672,5440,
营业收入(万元),22642,13891,4734,29290,17347,10160,1799,24944,15881,13358,22828,17362,13267,11820,8672,5440,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),19059,11624,4317,23252,14199,8452,2507,19930,13535,--,18657,13632,9714,8323,5844,3880,
营业成本(万元),9769,5614,2099,12675,8042,4738,806,11035,7767,--,11265,7397,5051,5128,3905,2420,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),167,91,34,318,165,79,36,439,339,--,191,189,141,169,68,38,
销售费用(万元),3307,2184,900,3919,2088,1317,645,3516,2623,--,3298,2135,1368,835,544,315,
管理费用(万元),5483,3498,1419,6514,3906,2312,973,5105,3041,--,4088,3494,2878,2097,1120,955,
财务费用(万元),205,84,-11,-538,-248,-173,-9,-509,-389,--,-29,68,17,73,26,-21,
资产减值损失(万元),128,154,-125,363,247,179,56,344,155,--,-157,349,259,21,181,173,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),204,65,--,--,--,--,--,--,--,--,--,--,--,5,25,5,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4338,2690,417,6038,3148,1708,-707,5014,2346,2636,4171,3730,3553,3501,2853,1565,
营业外收入(万元),557,268,220,1039,761,623,10,1289,960,--,1012,909,647,515,192,121,
营业外支出(万元),1,0,0,1,1,1,1,1,1,--,7,12,0,2,7,9,
非流动资产处置损失(万元),1,--,--,1,1,1,--,1,1,--,4,12,--,1,7,--,
利润总额(万元),4894,2958,637,7076,3908,2331,-699,6302,3305,2819,5176,4628,4199,4014,3037,1677,
所得税费用(万元),791,468,90,1035,673,405,-1,956,551,--,822,705,684,676,428,187,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4103,2490,546,6041,3236,1926,-698,5347,2754,2363,4354,3923,3515,3338,2610,1490,
归属于母公司所有者的净利润(万元),4103,2490,546,6041,3236,1926,-698,5347,2754,2363,4354,3923,3515,3338,2682,1587,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-72,-97,
基本每股收益,0.31,0.19,0.1,1.39,0.81,0.48,-0.17,1.34,0.69,0.59,1.09,0.98,0.88,0.83,0.67,0.4,
稀释每股收益,0.31,0.19,0.1,1.39,0.81,0.48,-0.17,1.34,0.69,--,1.09,0.98,0.88,0.83,0.67,0.4,
