报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),298835,194097,94873,407756,289338,193942,89831,500454,325016,228901,116268,472329,317372,204167,104165,455568,316129,187915,93412,405526,291940,188475,88921,381395,278093,177847,88483,370504,270747,174275,84877,157594,113690,76293,34147,130053,94344,60393,29191,139973,103494,71867,37136,191940,102920,67626,35788,130083,91598,59904,28972,
营业收入(万元),298835,194097,94873,407756,289338,193942,89831,500454,325016,228901,116268,472329,317372,204167,104165,455568,316129,186474,93412,405526,291940,188475,88921,381395,278093,177847,88483,370504,270747,174275,84877,157594,113690,76293,34147,130053,94344,60393,29191,139973,103494,71867,37136,191940,102920,67626,35788,130083,91598,59904,28972,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1442,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业总成本(万元),294550,190900,92825,399336,288396,191564,87087,476343,309536,216350,111365,442716,301064,192967,96586,430323,299455,180697,89775,388739,280133,179834,85050,368914,261293,167603,83472,351352,252005,160435,79720,140703,102556,68190,30934,119155,85218,54018,25901,127169,88943,59024,31858,169556,91421,59188,31655,114874,82442,53329,25439,
营业成本(万元),262427,168821,83001,353716,255720,169466,76596,419808,274092,189475,96853,385139,265465,170185,84885,375111,261894,158770,79348,340423,243911,156613,74884,315000,224379,142987,71253,293751,213337,134543,65959,114305,83661,55824,24780,94998,61515,38068,18509,97127,64238,42977,25156,130512,70930,46197,25395,89054,64732,41536,19781,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
研发费用(万元),369,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,--,--,0,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,373,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业税金及附加(万元),2901,1922,931,4589,2580,1829,1036,11009,6047,4755,2101,12907,5650,3203,2395,9829,5145,1115,543,3322,2709,2070,435,3989,3080,2100,1072,8849,6575,4361,2179,4453,2961,1977,806,3254,2388,1534,752,3486,2647,1796,963,11770,2653,1766,849,3689,2058,1370,686,
销售费用(万元),4121,2731,1372,5798,4204,2796,1417,6912,4651,2999,1432,7273,4810,3244,1530,8088,5389,3400,1574,7503,5358,3707,1524,6260,4337,2662,1295,5620,4011,2500,1179,1893,1396,994,449,1737,1208,819,402,1835,1339,954,422,2658,1271,816,377,1425,1020,702,350,
管理费用(万元),24062,16642,7250,33025,24377,16350,7733,35788,25626,20258,9975,35756,23846,14940,7168,34235,23802,15624,7474,33198,24391,15865,7524,35224,24666,16533,8051,33656,23461,16034,8267,16534,11983,7760,4102,15809,17744,11994,5424,22109,17744,11179,5334,21322,15479,10424,5140,19300,13524,8828,4263,
