报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),36518,23944,11343,50550,38264,25346,11996,44074,32428,35304,15326,24130,22475,15628,
营业收入(万元),36518,23944,11343,50550,38264,25346,11996,44074,32428,35304,15326,24130,22475,15628,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),35093,23518,11514,46964,35687,24111,11903,40664,29562,33242,14465,22075,20586,13773,
营业成本(万元),24852,16654,8111,34604,26054,17357,8296,29514,21931,23443,10663,15501,14000,9375,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),158,111,60,283,180,126,55,179,121,108,40,61,82,65,
销售费用(万元),1217,856,385,1417,1100,757,381,1383,960,1325,634,1044,734,288,
管理费用(万元),8430,5636,2793,10177,7981,5612,3113,9269,6245,7633,2787,5348,5187,3353,
财务费用(万元),3,-8,-3,45,41,24,17,102,74,156,76,114,184,129,
资产减值损失(万元),433,270,169,439,331,235,43,217,232,578,265,6,398,563,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),5,5,1,11,11,11,6,18,18,--,--,7,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2731,1374,-170,3597,2588,1246,98,3428,2884,2062,860,2062,1889,1855,
营业外收入(万元),46,43,422,1963,1068,618,139,1482,711,1314,282,1339,848,722,
营业外支出(万元),12,2,1,5,4,3,1,5,2,6,6,13,17,11,
非流动资产处置损失(万元),9,1,1,4,3,3,1,5,2,--,--,2,6,8,
利润总额(万元),2765,1415,252,5555,3652,1861,237,4906,3593,3370,1136,3389,2720,2566,
所得税费用(万元),346,186,39,461,378,185,89,573,539,295,161,384,459,645,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2419,1229,213,5094,3274,1677,147,4332,3054,3075,976,3005,2261,1921,
归属于母公司所有者的净利润(万元),2374,1200,206,5056,3284,1680,146,4301,3032,3055,988,3005,2261,1921,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),45,29,7,38,-11,-3,2,31,23,20,-13,--,--,--,
基本每股收益,0.31,0.16,0.03,0.84,0.55,0.28,0.02,0.72,0.51,0.51,0.16,0.5,--,--,
稀释每股收益,0.31,0.16,0.03,0.84,0.55,0.28,0.02,0.72,0.51,0.51,0.16,0.5,--,--,
