报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),72858,44528,21464,84062,61474,39244,16660,85702,64313,39112,82437,80202,59538,54295,
营业收入(万元),72858,44528,21464,84062,61474,39244,16660,85702,64313,39112,82437,80202,59538,54295,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),71741,43862,20927,80677,58046,37231,15983,81054,60770,--,77347,75127,55470,51348,
营业成本(万元),65099,39522,18951,72617,52931,33776,14330,74037,55723,--,70774,68376,50434,46637,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),160,111,53,218,151,94,43,235,165,--,208,212,176,105,
销售费用(万元),2963,1937,956,4275,2702,1847,845,3723,2487,--,3404,3593,2675,2631,
管理费用(万元),3019,1998,785,2590,1698,1108,565,1899,1524,--,2058,2041,1540,1579,
财务费用(万元),444,289,123,678,471,324,144,1105,779,--,815,576,521,501,
资产减值损失(万元),56,5,59,299,93,83,56,55,91,--,88,331,125,-105,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,13,41,-16,
投资收益(万元),269,192,124,5,--,--,--,--,--,--,--,-18,-24,-157,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1386,857,661,3390,3428,2013,678,4648,3543,1877,5090,5070,4085,2774,
营业外收入(万元),83,53,40,69,36,21,0,495,210,--,144,249,81,34,
营业外支出(万元),4,4,1,12,8,8,1,13,12,--,50,7,11,6,
非流动资产处置损失(万元),--,3,--,2,--,--,0,0,0,--,4,5,6,0,
利润总额(万元),1465,907,700,3447,3457,2026,677,5130,3741,1992,5184,5312,4154,2801,
所得税费用(万元),380,207,150,656,696,415,146,906,627,--,1112,1268,974,760,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1085,700,550,2791,2761,1612,532,4224,3114,1656,4072,4044,3180,2041,
归属于母公司所有者的净利润(万元),1085,700,550,2791,2761,1612,532,4224,3114,1656,4072,4044,3180,2028,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,13,
基本每股收益,0.19,0.13,0.1,0.6,0.63,0.38,0.13,1.01,0.74,--,0.97,0.96,0.76,--,
稀释每股收益,0.19,0.12,0.1,0.6,0.63,0.38,0.13,1.01,0.74,--,0.97,0.96,0.76,--,
