报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),106452,73308,35317,135057,100193,66680,30665,112281,89010,21207,81343,71621,67943,
营业收入(万元),106452,73308,35317,135057,100193,66680,30665,112281,89010,21207,81343,71621,67943,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),80898,55857,27349,105172,78032,51078,23454,94200,78919,18783,70678,61773,61442,
营业成本(万元),67216,47311,23108,89844,66573,44012,19479,79942,65654,15778,59754,53519,53675,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),801,477,217,963,554,400,211,556,262,80,280,283,225,
销售费用(万元),2725,1772,869,3382,2594,1546,646,2875,2540,466,1610,1291,1233,
管理费用(万元),9270,5558,2816,12874,8824,5418,2762,10528,9635,2214,7763,5789,5608,
财务费用(万元),1132,732,239,-1926,-633,-427,237,-842,814,188,1287,918,775,
资产减值损失(万元),-246,6,100,35,119,130,118,1141,15,57,-16,-26,-74,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,3,40,10,-15,
投资收益(万元),656,577,-110,487,590,405,-61,640,744,-96,-349,-58,-50,
对联营企业和合营企业的投资收益(万元),536,577,-110,487,590,405,-61,640,784,-56,-339,-73,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),26210,18028,7859,30371,22751,16006,7151,18721,10835,2332,10355,9800,6437,
营业外收入(万元),728,239,86,256,210,151,54,343,654,477,43,82,76,
营业外支出(万元),135,93,20,58,42,32,21,187,212,6,490,78,67,
非流动资产处置损失(万元),49,10,0,30,30,22,16,173,202,1,477,36,51,
利润总额(万元),26803,18174,7924,30569,22920,16125,7183,18877,11276,2803,9907,9805,6446,
所得税费用(万元),4115,2721,1289,4825,4888,3472,1454,2907,1834,431,1618,1971,1017,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),22688,15454,6635,25744,18032,12653,5729,15970,9443,2372,8289,7834,5429,
归属于母公司所有者的净利润(万元),16647,11335,4656,18526,13041,9060,4062,11810,6881,1654,5943,6008,3549,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),6041,4119,1979,7219,4991,3593,1666,4160,2562,718,2347,1826,1880,
基本每股收益,1.11,0.76,0.47,2.4,1.74,0.81,0.54,1.57,0.92,0.22,0.82,1,--,
稀释每股收益,1.11,0.76,0.46,2.4,1.74,0.81,0.54,1.57,0.92,0.22,0.82,1,--,
