报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),47548,171744,123429,79835,39455,165318,119173,75743,35103,144451,107748,70193,33706,128621,93164,63956,29840,130958,101218,114342,93511,83338,65253,59067,
营业收入(万元),47548,171744,123429,79835,39455,165318,119173,75743,35103,144451,107748,70193,33706,128621,93164,63956,29840,130958,101218,114342,93511,83338,65253,59067,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业总成本(万元),42026,155607,110941,71755,34867,153852,109780,71540,31120,125169,92145,61022,29481,115205,83537,56592,26461,113671,88160,99802,80810,71245,57195,54121,
营业成本(万元),30556,118227,83943,54814,27207,123103,88136,57252,24860,97467,72008,47233,23610,92614,68401,46641,21212,90803,70409,80031,64644,57306,45827,42226,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业税金及附加(万元),776,2466,1780,1430,439,1499,710,579,347,769,609,343,28,456,513,378,78,867,671,827,587,385,507,491,
销售费用(万元),603,2953,2108,1322,431,2742,1799,1064,473,2323,1764,1209,523,2141,1384,921,447,2177,1567,2005,1885,1526,1160,1065,
管理费用(万元),7329,27821,20713,13035,6542,25690,17600,11166,5167,25358,18848,12997,5791,17526,11490,7663,4245,16585,12656,14626,12007,10591,8550,8185,
财务费用(万元),2107,2549,1801,965,312,-1247,-137,-116,268,-968,-1190,-660,-501,1734,1474,650,429,2471,2162,1789,1849,1210,1179,2330,
资产减值损失(万元),656,1590,595,189,-64,2065,1672,1595,6,221,105,-100,30,734,274,339,50,768,694,524,-162,228,-29,-176,
公允价值变动收益(万元),315,--,--,--,--,77,72,50,23,-57,12,62,93,-1486,-834,-1625,-287,1071,574,394,-181,181,423,-1122,
投资收益(万元),53,113,111,88,33,366,347,351,231,2452,2456,2482,-63,491,492,499,304,997,598,56,276,108,-337,1084,
对联营企业和合营企业的投资收益(万元),24,113,111,88,--,14,5,--,--,-487,-483,-483,-193,-271,-141,-57,-35,-65,--,--,--,--,7,3,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
