报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),875108,609817,304138,1177048,784254,538151,242839,838437,595126,363756,177184,654308,477029,318228,144475,504019,386237,227755,106534,416169,284065,196147,91950,336902,242637,164068,75350,305312,219528,147849,69238,252243,188016,125246,52691,147413,97365,58907,21896,102537,65084,35206,15844,62510,45989,30379,13852,22164,14170,9056,3838,
营业收入(万元),875108,609817,304138,1177048,784254,538151,242839,838437,595126,363756,177184,654308,477029,318228,144475,504019,386237,227755,106534,416169,284065,196147,91950,336902,242637,164068,75350,305312,219528,147849,69238,252243,188016,125246,52691,147413,97365,58907,21896,102537,65084,35206,15844,62510,45989,30379,13852,22164,14170,9056,3838,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业总成本(万元),757156,530245,260833,1052473,672780,462241,204561,735028,500573,306755,149026,566766,406003,271257,123300,438235,334094,196559,90776,372484,247997,171662,79287,297718,207403,138877,63302,269977,187172,125362,58309,213369,157347,105200,43546,123725,80179,48822,18858,87225,56094,28917,13106,52575,38292,24436,11178,22087,15661,10516,4144,
营业成本(万元),626033,435897,217281,842765,552768,377214,168632,589851,408992,248016,122184,453071,328688,219397,99993,354476,268172,158850,75521,298988,197425,136290,63906,238442,168483,113284,52870,219948,155276,104913,49549,173328,130833,87136,36151,96694,63806,39030,14627,72417,47623,24184,11073,44951,33270,21380,9850,19380,13635,9169,3861,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
研发费用(万元),41545,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业税金及附加(万元),4642,3550,2008,7018,3191,2252,1261,6290,3200,2418,1473,3730,2826,1990,921,3384,2678,1922,1023,3089,2183,1476,755,2752,2075,1302,675,2206,1492,957,509,1393,981,669,318,1330,897,563,237,576,354,185,87,396,262,131,50,9,--,--,--,
销售费用(万元),33951,23675,12041,53970,32072,22744,10554,40290,26816,16544,7790,32850,24250,15523,7867,29940,21854,12927,5553,26187,15685,10801,4960,19502,13052,8349,3612,16113,10421,7427,3229,12726,10545,6961,2528,8792,5082,3105,1368,4963,2447,1439,565,2480,1614,997,415,591,289,162,66,
管理费用(万元),44664,62701,25620,127974,72224,50995,21626,83552,54063,33888,15450,66257,44361,28962,11964,38542,33465,18110,7774,33963,23187,14416,6868,27486,18852,11840,4943,22765,14641,8731,3937,19860,11337,7461,3396,13993,8649,5259,2469,6529,4142,2331,1050,3792,2540,1503,702,1475,1101,544,228,
财务费用(万元),3618,2498,3217,16419,9217,6825,2024,5896,5362,3873,1107,7692,3346,2841,1105,5945,4259,1566,429,6802,5584,4355,2638,5917,4008,3282,973,7529,4650,2450,888,3830,2594,2159,826,2109,1456,1032,614,1819,1073,580,247,767,464,282,161,80,-17,-17,-11,
