报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),61427,236151,174245,119376,59744,196424,140048,96053,43700,169249,123761,81575,41672,157774,114192,75302,32600,130852,95611,62818,26791,109003,81177,52786,24133,88643,64981,41635,19416,75064,55596,35975,16619,64071,47465,30892,14191,55160,40920,26775,48431,35119,40440,32690,
营业收入(万元),61427,236151,174245,119376,59744,196424,140048,96053,43700,169249,123761,81575,41672,157774,114192,75302,32600,130852,95611,62818,26791,109003,81177,52786,24133,88643,64981,41635,19416,75064,55596,35975,16619,64071,47465,30892,14191,55160,40920,26775,48431,35119,40440,32690,
利息收入(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
已赚保费(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
手续费及佣金收入(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),46395,189116,134430,87992,45459,157238,106762,68962,31640,127278,92205,58970,31246,126350,90420,59458,26053,109583,78444,50549,20952,89189,65005,41618,18867,68619,49554,31750,15154,58187,42684,27642,13193,49649,36474,23751,11582,44294,32855,21389,40401,29179,34775,29050,
营业成本(万元),26404,90394,67683,47228,24591,81114,56915,36942,15042,51620,37199,25691,14497,57314,42292,28408,12248,51741,37650,25021,10482,45187,33224,21171,9934,33767,24592,15489,7208,27239,20195,13166,6290,23475,17397,11146,4964,21168,15756,10488,22707,16921,21468,18997,
利息支出(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
手续费及佣金支出(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
研发费用(万元),1522,8429,5110,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
退保金(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
赔付支出净额(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
提取保险合同准备金净额(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
保单红利支出(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
分保费用(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业税金及附加(万元),782,2637,1922,1355,691,2366,1684,1238,626,2271,1488,991,530,1745,1260,839,386,1407,995,667,296,1177,841,557,279,978,706,462,231,867,604,401,190,552,424,262,126,505,380,247,421,303,328,223,
销售费用(万元),14401,74982,51414,31351,15775,59368,38110,23747,12311,58961,42681,25257,12804,52761,36592,23477,10110,43484,31457,20310,8090,35821,26303,17052,7262,30064,22073,14500,7000,25544,18642,12155,5536,22592,15996,10629,5466,18521,13774,8706,13586,9355,10053,7610,
管理费用(万元),2571,10037,7210,7158,3434,13836,9526,6196,3073,13567,10036,6445,3154,13982,9739,6267,3159,11883,7967,4159,1947,8688,5819,3590,1540,6308,3840,2449,1169,6264,3946,2619,1275,4854,3361,2186,1086,3705,2551,1591,2924,1972,2437,1937,
