报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),68717,43001,19147,82802,60061,36546,16434,80534,82856,77566,75167,
营业收入(万元),68717,43001,19147,82802,60061,36546,16434,80534,82856,77566,75167,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),61752,38064,16673,70514,51923,31661,14601,70904,72890,68110,66296,
营业成本(万元),47158,28855,12624,53947,39618,23609,11232,53905,56716,53905,53300,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),601,397,206,767,463,310,189,673,686,593,579,
销售费用(万元),5962,3687,1516,8057,5868,3974,1409,8314,7642,6020,5168,
管理费用(万元),7211,4633,2224,8104,5894,3952,1803,8088,7379,6766,6810,
财务费用(万元),715,389,106,-437,12,-247,-33,-330,161,714,439,
资产减值损失(万元),106,104,-4,76,69,63,1,254,306,112,1,
公允价值变动收益(万元),--,--,--,44,10,2,--,12,-343,288,-48,
投资收益(万元),556,119,21,-3,25,6,9,492,462,96,253,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7629,5112,2495,12330,8174,4894,1842,10133,10084,9839,9077,
营业外收入(万元),2,2,13,719,394,30,9,871,345,215,707,
营业外支出(万元),109,67,50,40,35,40,22,101,66,65,59,
非流动资产处置损失(万元),38,21,15,17,14,18,0,57,9,17,6,
利润总额(万元),7522,5047,2458,13009,8532,4883,1829,10903,10363,9990,9725,
所得税费用(万元),1428,994,424,2596,1952,1531,300,3012,2904,2727,2574,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6094,4053,2035,10413,6580,3352,1529,7891,7460,7263,7151,
归属于母公司所有者的净利润(万元),6094,4053,2035,10413,6580,3352,1529,7891,7460,7193,7092,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,69,59,
基本每股收益,0.64,0.46,0.25,1.25,0.79,0.4,0.18,0.95,0.9,0.87,0.85,
稀释每股收益,0.64,0.46,0.25,1.25,0.79,0.4,0.18,0.95,0.9,0.87,0.85,
