报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),484798,311105,138005,479453,324827,201195,89866,368485,256726,323971,268175,211802,206264,
营业收入(万元),484798,311105,138005,479453,324827,201195,89866,368485,256726,323971,268175,211802,206264,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),429488,271250,121208,414643,275875,168179,76978,312405,215956,272039,223458,180897,166487,
营业成本(万元),306705,192112,85727,285581,189076,116525,52408,216930,149352,191957,160907,127932,129276,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5039,3447,1477,4804,2935,2191,806,3879,2787,2926,2538,2162,1979,
销售费用(万元),98448,63893,29029,105773,69794,40473,19498,76979,53466,64953,50044,44479,27707,
管理费用(万元),14848,9348,4882,17215,11739,7350,3686,12571,8805,10120,8223,5936,5906,
财务费用(万元),3837,1772,44,312,1691,1089,561,1537,1050,1378,1169,388,223,
资产减值损失(万元),611,678,50,959,639,550,19,509,496,705,576,0,1396,
公允价值变动收益(万元),--,--,--,2933,-2717,-837,1910,-4580,-1556,-4390,4634,231,415,
投资收益(万元),4604,2791,1267,-7599,-838,328,-25,3342,2780,5021,3457,2290,2803,
对联营企业和合营企业的投资收益(万元),695,467,132,1054,555,448,200,922,704,530,604,522,300,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),59994,42706,18064,60144,45398,32507,14773,54842,41993,52564,52807,33426,42995,
营业外收入(万元),16687,6706,5816,15035,10457,4057,3789,10411,3417,5108,1925,1642,1863,
营业外支出(万元),598,440,420,1400,1262,969,548,1417,949,1363,609,278,275,
非流动资产处置损失(万元),92,17,9,201,115,107,101,189,30,482,86,37,44,
利润总额(万元),76083,48972,23459,73779,54593,35595,18013,63836,44462,56309,54122,34790,44582,
所得税费用(万元),12452,9347,4295,16534,12150,8116,4192,14783,10521,14287,14057,5088,7025,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),63631,39624,19165,57246,42443,27479,13821,49053,33941,42022,40066,29702,37557,
归属于母公司所有者的净利润(万元),62001,38799,18785,57505,41963,27206,14009,49831,34446,42437,40363,29702,37557,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1630,826,380,-260,479,273,-188,-779,-506,-415,-297,--,--,
基本每股收益,1.5,0.94,0.46,1.67,1.27,0.82,0.42,1.51,1.04,1.29,1.22,0.9,1.14,
稀释每股收益,1.5,0.94,0.46,1.67,1.27,0.82,0.42,1.51,1.04,1.29,1.22,0.9,1.14,
