报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),9282,3921,19931,10051,5810,2923,21133,13514,9771,5177,20316,12916,8606,4033,20262,14427,10173,18452,15588,16401,15172,10358,
营业收入(万元),9282,3921,19931,10051,5810,2923,21133,13514,9771,5177,20316,12916,8606,4033,20262,14427,10173,18452,15588,16401,15172,10358,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),6451,2615,13768,7238,4135,1963,13968,8590,6024,2928,13012,7894,5138,2453,13273,8825,6232,11994,10673,10721,9794,7385,
营业成本(万元),4301,1753,8875,4612,2687,1267,9256,5994,4290,2186,8570,5426,3633,1707,8844,6314,4504,8265,7407,7765,6862,4514,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),113,50,245,126,72,38,260,145,111,70,248,163,111,56,234,165,124,192,182,160,133,95,
销售费用(万元),777,364,1693,1065,622,320,1917,1107,680,248,1554,959,524,201,1304,751,484,1152,825,816,814,679,
管理费用(万元),1154,515,2881,1706,1059,512,2472,1407,936,426,2571,1550,1000,375,2514,1446,973,2276,2127,1841,1767,2111,
财务费用(万元),-6,-4,-122,-173,-74,1,-91,-28,-27,-20,-14,2,13,30,-24,-25,-19,-50,-27,-21,-13,-31,
资产减值损失(万元),113,-63,197,-98,-230,-174,155,-35,34,17,83,-206,-143,84,401,174,166,158,160,160,231,18,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),298,140,447,288,276,204,563,466,297,159,488,29,8,8,145,111,82,225,227,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3944,1932,7921,3797,1951,1164,7728,5390,4043,2408,7792,5051,3476,1588,7134,5713,4023,6682,5142,5679,5378,2972,
营业外收入(万元),23,23,28,40,491,283,2940,1955,591,579,1290,991,32,32,2416,1684,844,1444,993,1154,107,163,
营业外支出(万元),0,0,5,5,1,1,0,--,--,--,--,--,--,--,0,--,--,--,5,0,0,5,
非流动资产处置损失(万元),--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),3967,1955,7944,3831,2440,1446,10669,7346,4635,2987,9082,6042,3508,1620,9549,7397,4866,8127,6130,6833,5485,3131,
所得税费用(万元),585,293,1079,516,306,247,1600,1108,700,443,1084,754,435,200,1099,849,547,1035,-10,-12,800,578,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3382,1661,6864,3316,2134,1199,9068,6237,3935,2544,7998,5288,3074,1420,8450,6548,4320,7091,6140,6844,4685,2552,
