报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),29915,19276,8476,32964,22792,14465,5694,27323,25566,20325,
营业收入(万元),29915,19276,8476,32964,22792,14465,5694,27323,25566,20325,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),26844,17276,7615,29319,20319,12888,5240,24419,22694,17447,
营业成本(万元),21554,13911,6106,23629,16092,10346,4179,19181,17744,13804,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),118,97,44,231,147,101,23,140,44,13,
销售费用(万元),755,481,229,937,685,436,220,861,995,663,
管理费用(万元),3490,2117,907,3831,2724,1732,849,3277,2995,2423,
财务费用(万元),359,251,133,264,165,105,37,176,298,271,
资产减值损失(万元),568,418,196,428,507,167,-68,785,618,273,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,-90,-90,-85,--,--,-82,-59,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,-113,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3089,2009,862,3556,2383,1492,454,2904,2790,2819,
营业外收入(万元),501,273,55,448,42,8,1,246,110,38,
营业外支出(万元),25,2,2,26,25,24,10,52,48,1,
非流动资产处置损失(万元),25,--,2,--,--,--,--,51,7,1,
利润总额(万元),3564,2280,914,3977,2400,1476,445,3098,2852,2856,
所得税费用(万元),113,107,91,161,79,119,21,342,350,365,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),3451,2173,823,3816,2321,1358,423,2756,2502,2491,
归属于母公司所有者的净利润(万元),3480,2191,833,3846,2342,1371,430,2771,2555,2525,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-28,-19,-10,-30,-21,-14,-7,-14,-54,-34,
基本每股收益,0.41,0.29,0.11,0.51,0.31,0.18,--,0.36,--,0.35,
稀释每股收益,0.41,0.29,0.11,0.51,0.31,0.18,--,0.36,--,0.35,
