报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
营业总收入(万元),19544,102956,79654,51307,22293,113029,87170,57431,26796,114963,84179,45834,19657,61447,41234,22127,8804,42637,32632,19892,10060,47950,33715,22223,12375,37627,27529,19330,9278,37691,27670,18231,7051,29713,20848,12997,19246,12405,7708,15528,7056,
营业收入(万元),19544,102956,79654,51307,22293,113029,87170,57431,26796,114963,84179,45834,19657,61447,41234,22127,8804,42637,32632,19892,10060,47950,33715,22223,12375,37627,27529,19330,9278,37691,27670,18231,7051,29713,20848,12997,19246,12405,7708,15528,7056,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
营业总成本(万元),21261,100935,72732,46418,19393,96014,72215,47897,22885,113785,84245,48187,20493,73622,39062,19779,8421,38243,26736,15485,8553,38857,26960,17895,10345,28906,19862,13612,6355,21196,12808,9503,3890,15963,10552,6596,10510,6890,4386,9344,4877,
营业成本(万元),15146,72921,54765,33746,14197,71316,55450,37281,18429,89964,71289,40424,17552,49253,30647,14890,6178,26163,20344,11741,6923,29355,21669,14596,8705,21894,15897,11017,5117,15083,10293,6620,2513,11516,7852,5015,7901,5177,3331,6733,3600,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
