报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),5722373,4113130,2624271,1258743,5092700,3940361,2558595,1227393,3313175,2030469,1227425,583850,3251120,2707275,1898376,858403,4115015,3049062,2111956,980772,4321852,2818467,1944524,917194,4426006,4296605,2069338,3173746,1751803,1403953,830321,
营业收入(万元),5722373,4113130,2624271,1258743,5092700,3940361,2558595,1227393,3313175,2030469,1227425,583850,3251120,2707275,1898376,858403,4115015,3049062,2111956,980772,4321852,2818467,1944524,904839,4426006,4296605,2069338,3173746,1751803,1403953,0,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12355,--,--,--,--,--,--,1916,
营业总成本(万元),3964929,2681262,1657786,790801,3394499,2639957,1690032,805237,2853692,1865317,1189836,571133,3409034,2805128,1916291,858085,3817447,2811715,1911465,852312,3643838,2233145,1460718,742892,3285181,2807826,1371857,2268863,1449449,1170033,753886,
营业成本(万元),2936105,1955762,1189370,570073,2271192,1803696,1165414,543430,1875628,1149386,794872,364328,2204139,1933152,1347323,632982,2693779,1986124,1365584,632408,2877251,1711082,1106727,538821,2540335,2095300,1011905,1678461,1019595,817202,0,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
研发费用(万元),996,242,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
