报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),32434,168391,120696,75238,33108,149712,106582,70529,27920,137347,96118,62708,28315,152146,108879,51981,--,105977,107620,46860,16083,120396,132619,131856,93853,
营业收入(万元),32434,168391,120696,75238,33108,149712,106582,70529,27920,137347,96118,62708,28315,152146,108879,51981,--,105977,107620,46860,16083,120396,132619,131856,93853,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),31946,156119,112276,68966,31738,137553,97222,65500,26492,128132,90655,58752,26471,142740,100055,46948,--,99486,99139,43530,--,106878,108571,107787,82636,
营业成本(万元),24622,127899,93777,57276,26198,109576,78439,53444,20328,104367,74305,47502,20861,113305,81166,40274,--,84751,83417,38749,--,93713,92974,90625,71729,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),218,1409,916,648,250,1151,447,378,162,550,277,163,98,1166,661,216,--,373,629,177,--,742,628,886,733,
销售费用(万元),764,4356,2703,1703,963,5329,3051,2147,1121,4516,3056,2933,1636,4469,3251,134,--,-90,993,-1272,--,628,4800,4395,3270,
管理费用(万元),5140,20724,13716,8642,4373,21142,14823,9502,4726,18460,13236,8007,4098,21328,13682,5277,--,11741,12867,4929,--,10646,10494,10253,6919,
财务费用(万元),1202,867,602,134,-47,-2016,-1068,-757,66,-743,-773,-102,-148,804,402,617,--,1848,1048,1002,--,604,-385,-60,-411,
