报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),529940,350119,173677,627372,458128,295076,146597,526548,253535,454501,370666,325246,
营业收入(万元),529940,350119,173677,627372,458128,295076,146597,526548,253535,454501,370666,325246,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),481375,317054,157692,569517,413533,265451,131412,471762,225677,413365,339163,301204,
营业成本(万元),316549,210881,106382,375058,277844,177902,89103,310514,150777,271406,226469,206335,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3878,2504,1191,4622,3091,2042,1148,4048,2016,3637,2863,2663,
销售费用(万元),133671,86466,41635,156576,109288,69943,32998,129160,59618,111256,90427,76321,
管理费用(万元),24629,15497,7528,29613,20502,13665,6894,24893,11511,22849,16630,13550,
财务费用(万元),2143,1371,637,2779,2199,1441,786,2890,1632,3625,2370,2110,
资产减值损失(万元),505,335,320,870,610,458,483,258,122,592,403,224,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1,-83,-49,--,--,--,--,2,1,--,59,85,
对联营企业和合营企业的投资收益(万元),-28,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),48830,33180,15936,57855,44595,29625,15185,54787,27859,41136,31561,24127,
营业外收入(万元),553,279,170,1200,676,188,125,1062,392,1515,934,665,
营业外支出(万元),575,256,184,1308,778,778,50,429,217,283,332,439,
非流动资产处置损失(万元),80,50,14,89,56,26,9,81,30,51,124,99,
利润总额(万元),48807,33203,15922,57747,44493,29036,15260,55421,28034,42368,32163,24352,
所得税费用(万元),12213,8429,4225,14886,11028,7330,3794,13195,6383,11535,9628,7215,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),36594,24774,11697,42861,33466,21705,11465,42226,21651,30833,22535,17138,
归属于母公司所有者的净利润(万元),36670,24842,11724,43019,33493,21705,11465,39543,18968,26550,19738,14918,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-76,-67,-27,-158,-27,--,--,2683,2683,4283,2797,2219,
基本每股收益,0.99,0.69,0.33,1.19,0.91,0.6,0.32,1.23,0.67,0.98,0.73,--,
稀释每股收益,1.01,0.69,0.33,1.19,0.92,0.6,0.32,1.23,0.67,0.98,0.73,--,
