报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),11429,8467,3478,20367,11481,8721,2930,20028,11110,18597,9017,14667,12926,9690,
营业收入(万元),11429,8467,3478,20367,11481,8721,2930,20028,11110,18597,9017,14667,12926,9690,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8921,6551,3189,14157,8918,6485,2367,14065,8449,13087,6128,11219,9187,6661,
营业成本(万元),5926,4307,1740,10239,6028,4408,1634,10510,5971,9286,4306,7934,6569,4656,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),171,117,49,320,135,96,30,306,178,276,163,244,192,89,
销售费用(万元),103,68,48,103,68,45,15,129,110,121,71,93,86,59,
管理费用(万元),2017,1323,625,3229,2203,1556,763,3078,2122,3017,1294,2539,2335,1765,
财务费用(万元),-99,-16,-10,47,28,18,6,68,42,284,140,153,-12,-22,
资产减值损失(万元),804,752,737,220,457,362,-82,-25,26,104,155,256,17,114,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2513,1919,289,6210,2562,2236,563,5963,2662,5510,2888,3449,3739,3030,
营业外收入(万元),242,102,47,117,105,5,0,63,63,17,10,309,35,1,
营业外支出(万元),--,--,--,2,1,--,--,2,--,--,--,39,5,--,
非流动资产处置损失(万元),--,--,--,2,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),2755,2021,336,6325,2667,2242,563,6023,2724,5527,2898,3719,3769,3031,
所得税费用(万元),500,365,-39,1081,502,414,178,986,545,892,454,606,567,580,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2255,1656,375,5244,2165,1827,385,5037,2179,4635,2444,3113,3201,2451,
归属于母公司所有者的净利润(万元),2255,1656,375,5244,2165,1827,385,5037,2179,4635,2444,3113,3201,2451,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,
基本每股收益,0.25,0.31,0.08,1.55,0.64,0.54,0.11,1.49,0.64,1.37,0.72,0.92,1.01,--,
稀释每股收益,0.25,0.31,0.08,1.55,0.64,0.54,0.11,1.49,0.64,1.37,0.72,0.92,1.01,--,
