报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,
营业总收入(万元),5663364,4303819,2777117,1291269,5119075,3758368,2262905,1097199,3917661,2868867,1784294,811681,3968793,2868787,1955015,964045,4417896,3036035,1931996,924296,5391600,4081355,2407302,1049152,4706121,4365309,3633506,
营业收入(万元),5663364,4303819,2777117,1291269,5119075,3758368,2262905,1097199,3917661,2868867,1784294,811681,3968793,2868787,1955015,964045,4417896,3036035,1931996,924296,5391600,4081355,2407302,1049152,4706121,4365309,3633506,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),5465677,4089077,2662036,1280999,4817596,3497561,2132707,1033049,3334293,2326016,1387964,675826,3267609,2352428,1607369,837356,3883455,2673390,1689375,829489,4738812,3505181,2090365,949840,4374439,4189861,3356669,
营业成本(万元),5126097,3856017,2507590,1208675,4518331,3289300,1997505,968026,3042293,2120227,1252101,603618,2933809,2110786,1445179,752326,3540935,2431709,1535004,755030,4371448,3252768,1925216,871586,3997242,3885845,3064606,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),12441,8817,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),45417,33326,24522,10114,44332,32773,21152,9837,39028,21175,13915,6929,35907,26373,17935,8893,33433,23027,14402,7038,36829,29073,17828,7893,29668,24328,22872,
销售费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
管理费用(万元),140984,93877,65529,30091,149344,96452,62209,29573,142608,97558,64021,33396,147428,97253,62992,33015,141098,92666,60967,27783,151494,90017,60556,29289,137190,116463,102153,
财务费用(万元),126226,97676,64800,32488,105424,79173,52622,25631,109951,87276,58248,32333,155871,119403,82478,43123,168426,126921,79569,39638,174467,133045,86488,41071,182729,160157,146616,
资产减值损失(万元),14513,-636,-404,-369,164,-137,-780,-18,413,-219,-321,-450,-5406,-1387,-1215,--,-436,-934,-567,--,4574,277,277,--,27610,3068,20422,
公允价值变动收益(万元),322,1363,8709,-8577,-516,5,2267,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),277443,237141,164167,67119,247824,210780,153029,53400,275156,258280,177441,64423,315529,282232,197767,59971,299871,221304,157987,64830,282837,230737,147905,53314,209580,146098,117865,
对联营企业和合营企业的投资收益(万元),234018,193835,130050,67300,215595,166125,113569,52507,231754,214751,159397,64423,272010,239925,157156,59971,267765,189251,129551,63888,256504,203998,122814,53314,186990,106979,90699,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),518378,479253,300307,75267,556139,477793,285495,117555,858524,801131,573770,200277,1016714,798591,545413,186659,834312,583950,400607,159637,935626,806911,464842,152627,541262,321546,394702,
营业外收入(万元),1936,1476,876,224,917,13442,13297,5939,27422,20694,13888,5130,29965,20000,12157,1867,34918,22108,16761,1672,32583,23457,21939,4824,38693,18850,21548,
营业外支出(万元),19078,5676,3687,1041,3961,2949,1829,804,16021,13808,4995,2728,18748,8849,5819,1601,14355,9045,6028,2329,38259,24825,14499,3186,18639,7944,7515,
非流动资产处置损失(万元),--,--,--,--,--,614,551,--,8301,2645,1762,1055,9508,3691,1994,10,6027,3361,2207,365,30997,19549,11473,1271,12261,1715,1597,
利润总额(万元),501236,475052,297495,74450,553095,488287,296963,122690,869925,808017,582664,202679,1027931,809743,551751,186925,854875,597013,411340,158980,929950,805543,472281,154265,561316,332452,408735,
所得税费用(万元),68418,63696,41266,10739,78631,74787,41546,19262,150208,135266,98436,34243,187338,140762,93037,36840,147067,99277,65180,24510,159980,140999,80724,26742,98902,51359,76086,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),432818,411357,256229,63710,474464,413499,255417,103428,719717,672750,484228,168436,840593,668981,458713,150085,707808,497736,346160,134470,769970,664544,391557,127523,462414,281094,332649,
归属于母公司所有者的净利润(万元),403571,375408,234812,57283,433446,377245,238269,93482,627707,584151,416368,147282,697648,562677,390840,126857,596436,424653,300630,120529,575730,485558,293629,100101,349744,219840,248961,
被合并方在合并前实现净利润(万元),--,--,--,--,-1786,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39670,72249,
少数股东损益(万元),29247,35949,21417,6427,41018,36254,17148,9945,92010,88599,67860,21154,142945,106303,67873,23228,111372,73083,45530,13941,194241,178985,97928,27422,112670,61254,83688,
基本每股收益,0.3,0.28,0.17,0.04,0.32,0.28,0.18,0.07,0.46,0.43,0.31,0.11,0.54,0.44,0.32,0.11,0.5,0.36,0.25,0.13,0.71,0.46,0.37,0.13,0.45,0.29,--,
稀释每股收益,0.3,0.28,0.17,0.04,0.32,0.28,0.18,0.07,0.46,0.43,0.31,0.11,0.54,0.44,0.32,0.11,0.49,0.36,0.25,0.13,0.71,0.46,0.37,0.13,0.45,0.29,--,
