报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
销售费用(万元),1554,11942,7888,5306,2672,10096,6016,3731,1799,9961,6956,4272,2259,7985,5055,2905,1230,7913,5262,3379,1483,7751,4346,2827,1433,6975,4659,3004,1539,5897,3911,2492,1154,4697,2978,1996,875,3493,2583,719,2672,2187,
管理费用(万元),2944,15342,10978,15390,8290,28674,20508,13616,6351,28118,22407,15140,7575,27856,20894,12917,6203,25420,20093,12183,5830,23340,17351,11210,6004,17075,15049,9469,5039,16215,14136,9124,4957,10928,8962,4941,2370,7714,7090,1537,6240,3494,
财务费用(万元),980,4555,3170,1913,744,6513,4193,2735,1212,4752,3173,2029,1060,3650,2627,2542,1017,2329,1657,1055,551,2625,1878,1455,837,2967,2303,1681,830,2107,1500,828,303,1164,920,793,413,1523,1011,291,1960,1715,
资产减值损失(万元),-1705,36038,19745,290,-91,47513,10905,301,-96,1615,2890,3953,338,-109,-47,-49,-18,968,833,548,--,1146,521,76,--,1127,327,114,--,582,201,201,--,35,51,51,-165,489,1048,17,332,1563,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
投资收益(万元),-165,-490,174,270,-62,103,-7,60,41,655,393,245,207,314,120,43,44,-638,-666,-376,-114,57,176,176,--,--,--,0,--,--,--,--,--,-1,--,--,0,--,--,0,--,-174,
对联营企业和合营企业的投资收益(万元),--,-505,174,270,--,103,-7,60,41,506,393,245,207,314,120,43,44,-638,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
营业利润(万元),604,-63512,-28826,-2656,787,-58450,-24457,-7279,-3607,-2643,-7148,-9733,-1756,1664,20,12,269,563,-1060,-2949,-2243,-10300,-4703,-1598,156,1104,4130,2905,704,2523,5879,3498,1087,15880,11930,6289,3329,13581,7930,1492,8346,6963,
营业外收入(万元),415,1704,636,363,105,730,3777,2267,1351,3721,2058,1165,534,3620,1956,1232,375,3596,1835,1290,316,3345,1190,884,313,2727,724,511,55,1804,535,426,123,1425,791,568,60,1080,379,243,491,297,
营业外支出(万元),49,3068,535,46,13,965,190,130,58,88,117,33,20,277,49,35,8,101,75,67,40,275,95,81,34,64,44,1,1,48,38,4,1,541,505,137,13,60,29,6,277,169,
非流动资产处置损失(万元),--,--,--,--,--,--,127,73,43,52,31,29,17,77,30,28,5,63,--,--,--,105,--,58,--,8,--,1,--,17,--,--,--,71,-69,--,5,26,--,0,--,0,
利润总额(万元),970,-64876,-28726,-2339,880,-58685,-20870,-5142,-2315,990,-5208,-8602,-1243,5007,1927,1209,636,4058,701,-1727,-1968,-7230,-3609,-795,435,3767,4810,3415,758,4279,6376,3920,1210,16763,12216,6720,3376,14601,8280,1728,8560,7092,
所得税费用(万元),245,16721,13493,958,783,-10581,-2331,310,433,-506,-334,-993,-123,273,20,68,28,-255,-230,-325,-265,-1059,-713,-9,11,590,886,489,189,563,1008,692,194,2065,1696,911,413,1351,676,183,1097,1040,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
净利润(万元),725,-81596,-42219,-3297,97,-48104,-18538,-5452,-2748,1496,-4874,-7609,-1120,4734,1907,1141,608,4313,931,-1401,-1703,-6171,-2896,-787,424,3177,3924,2926,569,3716,5369,3228,1015,14698,10520,5809,2963,13251,7604,1546,7464,6052,
归属于母公司所有者的净利润(万元),739,-81367,-42233,-3272,167,-47853,-18233,-5238,-2633,1921,-4688,-7534,-1099,4717,1886,1115,602,4257,1059,-1170,-1543,-5515,-2525,-583,458,3683,4028,2912,572,3571,4977,2984,971,13681,9641,5262,2669,12204,7004,1475,7109,6667,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
少数股东损益(万元),-14,-229,14,-25,-70,-252,-305,-215,-115,-425,-186,-74,-20,17,21,26,6,56,-128,-232,-160,-656,-371,-203,-34,-506,-104,14,-3,144,391,244,44,1017,879,547,294,1047,600,70,355,-615,
基本每股收益,0.02,-2.03,-1.05,-0.08,0,-1.19,-0.45,-0.13,-0.07,0.05,-0.12,-0.19,-0.03,0.12,0.05,0.03,0.02,0.11,0.03,-0.03,-0.04,-0.14,-0.06,-0.01,0.01,0.09,0.1,0.07,0.01,0.09,0.12,0.07,0.02,0.37,0.26,0.15,0.08,0.36,0.21,0.04,0.21,0.2,
稀释每股收益,0.02,-2.03,-1.05,-0.08,0,-1.19,-0.45,-0.13,-0.07,0.05,-0.12,-0.19,-0.03,0.12,0.05,0.03,0.02,0.11,0.03,-0.03,-0.04,-0.14,-0.06,-0.01,0.01,0.09,0.1,0.07,0.01,0.09,0.12,0.07,0.02,0.37,0.26,0.15,0.08,0.36,0.21,0.04,0.21,0.2,
