报告日期,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),37287,65186,57794,28139,52360,43413,36193,31118,
营业收入(万元),37287,65186,57794,28139,52360,43413,36193,31118,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),32439,56615,49957,24029,45943,37321,30217,27159,
营业成本(万元),14200,23511,19467,8781,17407,14571,13100,10231,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),480,921,803,389,780,606,499,428,
销售费用(万元),14003,26163,24826,12466,23368,18376,13357,10617,
管理费用(万元),3260,5607,4546,2243,3835,3279,3046,5764,
财务费用(万元),387,279,210,79,187,190,95,89,
资产减值损失(万元),109,134,105,71,366,299,120,30,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),5150,8571,7837,4110,6417,6092,5976,3959,
营业外收入(万元),310,1586,479,223,562,933,755,334,
营业外支出(万元),113,64,33,28,31,42,63,29,
非流动资产处置损失(万元),104,43,10,5,31,7,43,15,
利润总额(万元),5348,10093,8283,4305,6948,6983,6669,4265,
所得税费用(万元),721,1346,1166,646,996,1047,1009,1043,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),4627,8747,7117,3659,5952,5936,5660,3221,
归属于母公司所有者的净利润(万元),4627,8747,7117,3659,5952,5936,5660,3221,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,
基本每股收益,0.62,1.17,0.95,0.49,0.79,0.79,0.75,0.43,
稀释每股收益,0.62,1.17,0.95,0.49,0.79,0.79,0.75,0.43,
