报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),91650,60590,138972,82298,54115,151638,137863,129095,
营业收入(万元),91650,60590,138972,82298,54115,151638,137863,129095,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),84904,55566,122446,79827,51513,132767,117967,106503,
营业成本(万元),46214,32411,71232,44076,28149,86165,79721,73315,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),257,217,413,304,105,262,289,322,
销售费用(万元),2450,1550,4377,2479,1691,3425,2848,3257,
管理费用(万元),30800,19521,44374,29765,20001,38784,31361,25902,
财务费用(万元),2832,1846,3279,2351,1507,3810,3817,3726,
资产减值损失(万元),2602,241,-936,1039,288,1154,521,276,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),250,222,293,186,229,834,591,295,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),6745,5024,16527,2471,2602,18872,19897,22593,
营业外收入(万元),421,294,601,355,310,365,1128,1408,
营业外支出(万元),0,0,7,12,11,71,126,46,
非流动资产处置损失(万元),--,--,4,3,2,15,1,14,
利润总额(万元),7166,5318,17120,2815,2901,19166,20898,23955,
所得税费用(万元),-520,36,1188,-147,-41,1132,2182,2631,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),7685,5282,15932,2962,2942,18034,18716,21324,
归属于母公司所有者的净利润(万元),7685,5282,15882,2912,2892,18051,18705,21290,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,50,50,50,-17,11,34,
基本每股收益,0.11,0.08,0.24,0.04,0.04,--,--,--,
稀释每股收益,0.11,0.08,0.24,0.04,0.04,--,--,--,
