报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,
营业总收入(万元),312370,216308,303812,346129,157206,471528,201316,
营业收入(万元),--,--,--,--,--,--,--,
利息收入(万元),18844,56215,28112,23224,20225,84994,36102,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),123825,77258,172065,196569,86700,307164,140278,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),2138,1177,842,860,328,1510,789,
营业总成本(万元),166532,113196,148895,182092,81237,222159,109541,
营业成本(万元),--,--,--,--,--,--,--,
利息支出(万元),--,43727,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),134,89,220,131,53,224,217,
营业税金及附加(万元),1273,842,8145,9888,7203,29014,11972,
销售费用(万元),159137,108012,143825,174447,76111,185906,99857,
管理费用(万元),--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,
资产减值损失(万元),5988,4254,-3294,-2374,-2129,7015,-2506,
公允价值变动收益(万元),6174,1852,-14085,3287,-6121,7376,1515,
投资收益(万元),161449,123539,116616,122081,56013,70248,22620,
对联营企业和合营企业的投资收益(万元),40363,27249,21024,24695,9256,12213,3382,
汇兑收益(万元),-60,-7,263,109,61,235,12,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),43625,27283,--,63117,--,--,19139,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),145837,103111,154917,164037,75969,249369,91776,
营业外收入(万元),2093,1598,366,363,223,31464,830,
营业外支出(万元),747,497,823,661,130,458,808,
非流动资产处置损失(万元),--,--,--,--,--,--,--,
利润总额(万元),147183,104212,154460,163739,76062,280376,91798,
所得税费用(万元),28879,24493,32178,27143,15527,67185,20888,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),118304,79719,122282,136596,60535,213191,70910,
归属于母公司所有者的净利润(万元),120970,82085,122282,137416,60535,213191,70910,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-2666,-2366,--,-819,--,--,--,
基本每股收益,0.37,0.25,--,0.43,--,--,--,
稀释每股收益,0.37,0.25,--,0.43,--,--,--,
