报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),72647,46662,79095,56803,37490,64822,49113,50653,
营业收入(万元),72647,46662,79095,56803,37490,64822,49113,50653,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),63593,40212,68931,48759,32641,57519,47722,48849,
营业成本(万元),53920,33976,57828,41876,27943,49624,39760,42876,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),389,265,646,343,261,207,61,83,
销售费用(万元),4558,3104,5071,3047,2052,4476,3196,2371,
管理费用(万元),3576,2173,5418,3518,2471,3035,4247,2631,
财务费用(万元),891,584,-66,87,3,-268,398,731,
资产减值损失(万元),259,110,35,-112,-90,444,60,157,
公允价值变动收益(万元),-6,--,172,172,172,-332,39,120,
投资收益(万元),3,1,-181,-181,-181,104,150,10,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),9158,6547,10154,8035,4840,7076,1581,1934,
营业外收入(万元),45,40,308,204,94,414,212,237,
营业外支出(万元),164,164,2,1,0,47,91,5,
非流动资产处置损失(万元),159,164,2,0,0,45,89,3,
利润总额(万元),9039,6423,10460,8237,4934,7443,1702,2166,
所得税费用(万元),2303,1552,2618,2058,1342,2178,1092,768,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),6736,4871,7842,6180,3592,5265,609,1398,
归属于母公司所有者的净利润(万元),5937,4296,6728,5502,3252,5569,906,1604,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),798,575,1115,678,340,-304,-297,-206,
基本每股收益,0.76,0.57,0.9,0.73,0.43,0.74,0.12,--,
稀释每股收益,0.76,0.57,0.9,0.73,0.43,0.74,0.12,--,
