报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),10185,59891,41534,28116,9047,49019,34822,22680,7113,46406,29810,20665,6961,47435,27480,17817,42395,43964,41838,
营业收入(万元),10185,59891,41534,28116,9047,49019,34822,22680,7113,46406,29810,20665,6961,47435,27480,17817,42395,43964,41838,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),9475,54016,35418,23855,7748,40741,28882,19350,6303,39176,25769,17957,6276,40759,23986,15871,36992,37983,37096,
营业成本(万元),6955,40416,27507,18412,5766,30533,22227,15003,4508,29936,19638,13867,4907,32103,18229,12385,28291,30631,30396,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),53,462,340,263,75,379,194,147,36,376,280,249,80,227,75,56,255,324,360,
销售费用(万元),1266,7599,4046,3078,1164,6043,3655,2457,1098,5107,2969,2029,914,4102,3066,1836,3760,3148,3038,
管理费用(万元),1004,4879,3141,1939,825,4407,3040,1938,886,3799,2696,1642,675,3814,2410,1464,3761,3685,2931,
财务费用(万元),248,297,247,83,14,-344,-201,-86,-9,-171,-248,-133,-26,17,57,13,102,-110,345,
资产减值损失(万元),-50,363,137,80,-96,-277,-33,-110,-216,129,435,303,-274,496,149,117,823,305,26,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),577,3184,1106,776,120,1093,897,606,246,375,244,111,15,201,136,58,1,-0,--,
对联营企业和合营企业的投资收益(万元),--,-5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1335,9799,7341,5092,1419,9371,6838,3936,1056,7605,4284,2819,700,6877,3631,2004,5404,5981,4743,
营业外收入(万元),--,1,119,8,28,273,149,110,63,371,346,98,23,284,187,138,405,325,36,
营业外支出(万元),10,90,31,10,7,10,3,3,2,33,31,28,0,20,11,10,23,30,40,
非流动资产处置损失(万元),--,--,--,--,--,2,--,--,--,3,3,2,--,9,0,0,0,7,--,
利润总额(万元),1325,9710,7430,5090,1441,9635,6983,4042,1117,7943,4599,2889,724,7141,3806,2132,5786,6277,4739,
所得税费用(万元),151,1407,1215,838,287,1449,1163,722,239,1150,677,396,124,1019,562,259,726,863,889,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1174,8303,6214,4253,1154,8186,5820,3321,879,6793,3923,2493,600,6122,3245,1872,5060,5413,3849,
归属于母公司所有者的净利润(万元),1182,8333,6240,4271,1157,8183,5842,3331,890,6789,3930,2498,593,6139,3255,1874,5060,5413,3849,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-8,-31,-26,-19,-3,3,-22,-10,-11,3,-7,-5,7,-17,-10,-2,--,--,--,
基本每股收益,0.04,0.28,0.21,0.14,0.12,0.82,0.58,0.33,0.09,0.78,0.47,0.33,0.08,0.82,0.43,0.25,0.68,0.72,0.51,
稀释每股收益,0.04,0.28,0.21,0.14,0.12,0.82,0.58,0.33,0.09,0.78,0.47,0.33,0.08,0.82,0.43,0.25,0.68,0.72,0.51,
