报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),70641,45572,85855,55981,40448,71772,35718,67573,71529,70311,
营业收入(万元),70641,45572,85855,55981,40448,71772,35718,67573,71529,70311,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),61203,40047,74033,48202,35119,64698,31081,59964,63240,62380,
营业成本(万元),53363,34877,63750,41564,30530,55250,26294,52443,57050,55546,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),363,222,374,82,77,115,48,117,160,652,
销售费用(万元),1891,1089,1919,1364,866,1625,994,1607,1797,1543,
管理费用(万元),5557,3573,7363,4991,3361,7265,3397,5471,4380,4652,
财务费用(万元),39,37,42,48,26,420,313,-97,-150,-97,
资产减值损失(万元),-10,250,585,153,258,23,36,422,3,83,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),71,3,141,69,56,209,171,286,23,28,
对联营企业和合营企业的投资收益(万元),-33,9,14,12,-3,20,15,11,23,28,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9510,5528,11963,7848,5385,7284,4808,7895,8313,7959,
营业外收入(万元),433,373,367,133,115,1088,68,424,276,217,
营业外支出(万元),11,1,8,8,1,7,--,2,--,--,
非流动资产处置损失(万元),--,--,--,--,--,2,--,2,--,--,
利润总额(万元),9932,5900,12322,7974,5498,8365,4876,8318,8588,8176,
所得税费用(万元),1640,935,1860,1313,848,1192,699,1303,1317,1240,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),8291,4965,10462,6661,4650,7173,4177,7014,7271,6936,
归属于母公司所有者的净利润(万元),8202,4931,10393,6603,4611,7216,4198,6990,7227,6888,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),89,34,69,58,39,-43,-21,24,44,47,
基本每股收益,0.68,0.44,0.92,0.59,0.41,0.64,0.37,0.62,0.64,0.61,
稀释每股收益,0.68,0.44,0.92,0.59,0.41,0.64,0.37,0.62,0.64,0.61,
