报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),8153,24088,16387,13772,7030,21345,14655,9218,3781,18708,11070,9034,4443,18154,11604,10127,15768,16635,16083,
营业收入(万元),8153,24088,16387,13772,7030,21345,14655,9218,3781,18708,11070,9034,4443,18154,11604,10127,15768,16635,16083,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),6375,20463,14449,12423,6768,17265,11049,6630,3050,14762,8469,6672,4076,12721,8440,7298,10539,11186,12247,
营业成本(万元),4520,14616,10853,9665,5371,12602,8249,5072,2054,9626,5843,4933,2831,9022,6327,5768,6634,8158,9156,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),79,223,157,91,16,96,38,29,31,109,58,38,24,61,48,43,58,78,100,
销售费用(万元),121,558,373,271,120,692,461,276,185,600,402,280,155,575,318,220,616,577,528,
管理费用(万元),1192,4289,2863,1895,971,3459,2329,1493,857,2655,1665,1033,706,2560,1771,1130,2925,2301,2128,
财务费用(万元),-15,-181,-148,-132,-68,-140,-12,13,20,-116,-82,-87,-8,-16,-222,-61,-143,-156,-55,
资产减值损失(万元),478,958,353,634,358,555,-16,-252,-97,1887,583,475,369,979,197,198,535,227,390,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1334,619,369,198,161,625,442,279,82,537,325,152,87,459,139,139,87,--,32,
对联营企业和合营企业的投资收益(万元),13,-13,--,5,--,39,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3112,4578,3015,2237,422,4705,4049,2866,814,4484,2926,2514,454,5433,3303,2968,5229,5449,3868,
营业外收入(万元),52,479,43,6,20,820,567,418,18,519,45,22,6,613,460,425,541,568,310,
营业外支出(万元),0,10,10,--,--,7,3,19,3,2,2,2,1,--,2,--,35,65,13,
非流动资产处置损失(万元),--,--,--,--,--,6,3,3,--,1,--,1,--,--,--,--,--,31,3,
利润总额(万元),3164,5047,3048,2243,443,5518,4613,3265,829,5001,2968,2534,458,6046,3761,3393,5735,5952,4166,
所得税费用(万元),484,643,531,364,-14,680,722,562,134,766,445,345,79,864,606,480,820,869,592,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2680,4404,2517,1879,457,4838,3891,2703,695,4235,2523,2189,379,5182,3155,2913,4915,5083,3574,
归属于母公司所有者的净利润(万元),2759,4523,2610,1930,480,4857,3899,2703,695,4235,2523,2189,379,5182,3155,2913,4915,5083,3574,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-79,-119,-93,-51,-23,-20,-8,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.2,0.33,0.18,0.14,0.03,0.35,0.28,0.2,0.05,0.34,0.18,0.4,0.03,1,0.23,0.56,0.95,0.98,1.02,
稀释每股收益,0.2,0.33,0.18,0.14,0.03,0.35,0.28,0.2,0.05,0.34,0.18,0.4,0.03,1,0.23,0.56,0.95,0.98,1.02,
