报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),49230,32588,14923,51152,37677,24407,1007,41881,44286,24150,47921,48018,55958,
营业收入(万元),49230,32588,14923,51152,37677,24407,11868,41881,44286,24150,47921,48018,55958,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),45057,29602,13201,45954,34223,21952,--,38676,40432,21552,43515,43873,51584,
营业成本(万元),41506,27249,12275,42180,31597,20194,--,34945,35903,19370,39024,39986,47440,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),266,152,53,444,158,70,--,241,250,124,232,148,156,
销售费用(万元),634,435,143,724,455,331,--,629,669,355,550,488,406,
管理费用(万元),2318,1513,640,2303,1781,1186,--,2207,2400,1027,2099,2009,2255,
财务费用(万元),205,140,90,235,151,119,--,651,1148,606,1266,1261,1277,
资产减值损失(万元),128,112,--,69,81,52,--,3,62,70,343,-20,50,
公允价值变动收益(万元),-38,-38,--,14,--,--,--,--,--,--,--,--,--,
投资收益(万元),99,10,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4233,2958,1722,5212,3453,2454,1205,3205,3855,2598,4406,4145,4374,
营业外收入(万元),692,657,70,312,282,258,--,169,308,190,634,273,167,
营业外支出(万元),4,3,3,35,31,21,--,31,87,25,53,81,70,
非流动资产处置损失(万元),--,--,--,1,--,--,--,--,--,0,--,14,13,
利润总额(万元),4921,3612,1789,5490,3704,2691,1228,3342,4076,2764,4987,4336,4471,
所得税费用(万元),774,555,284,901,656,486,--,712,780,551,905,745,386,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4147,3057,1506,4589,3048,2205,1007,2630,3296,2212,4082,3592,4085,
归属于母公司所有者的净利润(万元),4147,3057,1506,4589,3048,2205,1007,2630,3296,2212,4082,3592,4085,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
基本每股收益,0.47,0.37,0.2,0.61,0.41,0.29,0.13,0.35,0.44,0.29,0.54,0.48,0.55,
稀释每股收益,0.47,0.37,--,0.61,0.41,0.29,--,0.35,0.44,0.29,0.54,0.48,0.55,
