报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),42977,28629,13498,55313,41145,26297,12126,57702,44368,29251,13908,90441,69065,22011,88725,96430,88507,71381,58510,49014,
营业收入(万元),42977,28629,13498,55313,41145,26297,12126,57702,44368,29251,13908,90441,69065,22011,88725,96430,88507,71381,58510,49014,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),40567,26926,12633,51916,38762,24870,11351,53737,41010,27266,13201,86636,66030,21237,85327,91355,83369,67470,55817,47553,
营业成本(万元),36894,24556,11537,46608,34873,22258,10227,48064,36955,24720,11870,80331,61383,19785,79747,85245,77415,62373,51379,43924,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),139,97,44,200,90,57,31,110,45,25,7,112,61,14,129,166,155,114,193,172,
销售费用(万元),1258,820,409,1546,1036,669,330,1566,960,592,293,1565,1158,333,1532,1668,1679,1773,1717,1219,
管理费用(万元),1934,1241,561,2919,2194,1535,582,2625,1939,1240,626,2994,2190,655,2412,2607,2604,2228,1806,1515,
财务费用(万元),258,149,78,492,379,244,131,1114,890,625,291,1343,1011,281,1438,1547,1377,881,612,709,
资产减值损失(万元),83,64,5,151,190,107,50,257,223,64,114,289,227,170,68,121,137,102,109,13,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),71,71,62,109,66,66,--,--,--,--,--,--,--,--,--,--,--,--,--,10,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2525,1803,927,3506,2449,1493,775,3965,3357,1985,707,3806,3035,773,3398,5075,5138,3911,2693,1472,
营业外收入(万元),--,--,30,478,461,447,412,108,93,65,15,223,190,15,166,180,149,334,92,289,
营业外支出(万元),61,36,29,108,20,10,5,25,25,15,15,29,10,--,25,15,33,36,20,32,
非流动资产处置损失(万元),54,29,29,--,--,5,--,--,--,--,--,19,--,--,--,--,7,21,--,--,
利润总额(万元),2465,1767,928,3876,2891,1930,1182,4048,3425,2034,706,4000,3215,788,3539,5240,5254,4209,2765,1729,
所得税费用(万元),290,203,122,474,374,238,160,511,426,253,76,497,373,87,424,672,1110,504,266,197,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2175,1564,805,3402,2517,1692,1021,3536,3000,1781,630,3503,2842,701,3115,4568,4144,3705,2499,1532,
归属于母公司所有者的净利润(万元),2175,1564,805,3402,2517,1692,1021,3536,3000,1781,630,3503,2842,701,3115,4568,4144,3705,2499,1532,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.24,0.18,0.09,0.38,0.28,0.19,0.11,0.53,0.45,0.27,0.09,0.52,0.43,0.1,0.47,0.68,0.67,0.66,0.45,0.27,
稀释每股收益,0.24,0.18,0.09,0.38,0.28,0.19,0.11,0.53,--,0.27,--,0.52,--,--,0.47,0.68,0.67,0.66,0.45,0.27,
