报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),319692,235515,150179,72549,227720,150320,106905,48311,187941,139814,93586,41629,176518,136348,93122,43086,188198,142244,89361,41435,148072,102112,61229,29438,110079,83396,53160,26062,91959,65849,42340,18686,70780,50564,32800,14860,54490,37671,11349,41827,38448,
营业收入(万元),319692,235515,150179,72549,227720,150320,106905,48311,187941,139814,93586,41629,176518,136348,93122,43086,188198,142244,89361,41435,148072,102112,61229,29438,110079,83396,53160,26062,91959,65849,42340,18686,70780,50564,32800,14860,54490,37671,11349,41827,38448,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
营业总成本(万元),281825,212066,132822,66617,219344,145948,100404,44647,173150,126378,84749,38616,186121,122728,84231,38737,168957,122567,77568,35397,130649,86969,51986,24711,95944,71020,45289,22288,78995,56379,35773,15966,58304,40286,25615,11190,42842,29848,9246,34146,28988,
营业成本(万元),207431,149963,92113,47150,146567,98256,68855,29525,117890,88696,59749,26692,114405,88254,61808,28115,119354,89748,57499,26833,95317,64934,38867,19311,72261,54501,34751,18095,62051,44667,27936,13049,46322,32850,20555,8906,32308,22501,7065,26977,22881,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
研发费用(万元),10147,13051,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
营业税金及附加(万元),3022,2128,1366,569,1999,1374,872,503,1878,852,527,143,1242,748,426,230,2341,1786,948,280,1511,509,210,171,618,328,152,96,301,200,115,37,278,193,124,50,284,204,64,220,176,
销售费用(万元),37349,27361,18017,9510,32873,24111,15779,7573,27150,17060,11914,5333,24378,17347,11043,5268,23729,15950,10116,4777,18624,12720,7920,3443,13047,8891,5571,2494,9819,6623,4218,1903,6882,4416,2677,865,4688,3045,760,2795,2364,
管理费用(万元),12621,8617,14570,5529,20259,13111,10731,4988,17826,14647,9475,4847,21078,14444,9703,4576,19417,13863,8182,2971,14496,9993,5740,2119,11571,8448,5637,1901,8934,6446,4429,1496,6333,3624,2375,1307,5216,3812,1296,3820,3433,
财务费用(万元),4455,3015,2274,1254,4957,3418,2239,956,3558,2757,1753,553,1765,1159,647,34,1091,645,498,182,-398,-1733,-1044,-507,-2184,-1559,-1085,-523,-2582,-2009,-1302,-652,-1724,-1048,-379,61,258,202,61,247,27,
资产减值损失(万元),6801,7931,4484,2604,12689,5677,1929,1101,4848,2365,1330,1047,23253,777,604,514,3024,576,326,354,1100,546,294,173,632,411,262,226,472,452,377,133,213,252,264,0,89,84,0,88,108,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),3701,3188,2408,1176,8852,7540,2289,942,3551,2129,159,-61,6875,1920,1161,586,3428,2697,1903,888,1931,--,--,--,-1489,-1413,-862,-217,-15,-9,2,--,--,--,--,0,0,--,0,0,11,
对联营企业和合营企业的投资收益(万元),257,170,170,--,24,--,--,--,214,--,--,--,804,--,--,--,-35,--,--,--,87,--,--,--,-1489,-1413,--,--,--,-9,2,--,--,--,--,0,--,--,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
营业利润(万元),42789,26637,19765,7108,18221,11913,8790,4606,18342,15565,8996,2952,-2728,15540,10052,4935,22669,22375,13695,6927,19354,15143,9242,4727,12646,10963,7009,3558,12948,9461,6569,2720,12476,10278,7184,3670,11648,7823,2102,7681,9471,
营业外收入(万元),249,1677,1087,162,661,1613,1050,164,2125,1150,547,149,1422,1096,973,530,2455,909,422,112,1626,863,419,73,367,126,101,48,791,730,106,0,211,122,99,49,185,83,1,565,52,
营业外支出(万元),1783,127,84,17,149,198,97,9,1957,243,139,18,1760,153,126,9,507,131,15,3,295,282,109,--,106,99,50,45,8,75,9,0,180,180,141,118,19,13,1,80,33,
非流动资产处置损失(万元),--,--,--,--,--,--,5,--,65,--,0,--,66,--,--,--,467,--,--,--,119,--,93,--,52,--,--,--,--,--,0,--,--,--,--,0,0,--,0,3,17,
利润总额(万元),41255,28187,20768,7253,18734,13327,9743,4762,18510,16472,9404,3083,-3066,16484,10899,5456,24618,23153,14102,7037,20685,15724,9553,4800,12907,10990,7061,3561,13731,10115,6666,2720,12507,10220,7142,3602,11813,7893,2102,8166,9489,
所得税费用(万元),7882,4228,2788,1352,2481,1835,1286,736,3725,2384,1130,137,1524,2055,1175,437,4278,3454,2058,982,3392,2670,1667,856,1805,1747,1031,542,1745,1128,1016,350,1719,1487,1020,519,1891,1090,296,1037,1490,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,0,--,--,
净利润(万元),33373,23959,17980,5901,16253,11492,8457,4025,14785,14088,8274,2945,-4589,14428,9724,5019,20339,19699,12044,6054,17293,13055,7886,3944,11102,9243,6029,3018,11985,8987,5649,2370,10788,8733,6122,3083,9922,6803,1806,7130,8000,
归属于母公司所有者的净利润(万元),33308,23873,17924,5868,16222,11468,8445,4020,14751,14067,8256,2941,-4634,14389,9701,5010,20287,19668,12018,6039,17288,13050,7894,3974,11191,9312,6049,3016,12024,8994,5640,2366,10685,8654,6073,3061,9712,6625,1765,6558,7188,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,5585,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,
少数股东损益(万元),66,87,57,33,31,25,12,5,34,20,18,5,44,39,23,10,52,31,25,15,5,5,-8,-30,-89,-69,-19,2,-39,-6,9,4,103,78,49,22,211,179,41,572,812,
基本每股收益,0.28,0.2,0.15,0.05,0.14,0.1,0.07,0.03,0.12,0.12,0.07,0.02,-0.04,0.12,0.08,0.08,0.34,0.33,0.2,0.1,0.31,0.24,0.15,0.07,0.21,0.17,0.11,0.06,0.22,0.17,0.21,0.18,0.86,0.72,0.54,0.3,0.96,0.65,0.17,0.65,0.71,
稀释每股收益,0.28,0.2,0.15,0.05,0.14,0.1,0.07,0.03,0.12,0.12,0.07,0.02,-0.04,0.12,0.08,0.08,0.34,0.33,0.2,0.1,0.31,0.24,0.15,0.07,0.21,0.17,0.11,0.06,0.22,0.17,0.21,0.18,0.86,0.72,0.54,0.3,0.96,0.65,0.17,0.65,0.71,
