报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),92272,59599,24859,100801,76390,51735,23836,99139,74323,52213,101394,88204,98040,107943,
营业收入(万元),92272,59599,24859,100801,76390,51735,23836,99139,74323,52213,101394,88204,98040,107943,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),84779,54967,23572,96280,72783,49279,22926,94177,70793,49483,93650,85513,87248,102254,
营业成本(万元),69394,44773,18581,74502,56725,38226,17838,71643,53814,38134,72110,66038,66617,69927,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),720,420,41,1207,498,324,86,820,630,457,767,616,814,447,
销售费用(万元),6356,4442,2061,7299,5490,3569,1678,7928,6027,4155,7905,7967,8843,11657,
管理费用(万元),6303,4038,1910,7928,6190,3984,2002,8657,6650,4312,8926,8499,8341,18965,
财务费用(万元),808,581,291,1334,1106,714,366,1913,1516,686,1347,83,1647,1247,
资产减值损失(万元),1199,713,688,4011,2773,2461,955,3195,2117,1523,2369,1956,986,-51,
公允价值变动收益(万元),--,--,--,--,--,--,--,87,-39,-217,266,-353,--,91,
投资收益(万元),--,--,--,--,--,--,--,-107,--,--,-493,--,--,-153,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-386,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7532,4671,1286,4521,3607,2457,910,4962,3530,2730,7744,2690,10793,5689,
营业外收入(万元),1657,1482,172,2142,1957,1762,167,2883,2716,2530,2568,1877,1198,1427,
营业外支出(万元),723,628,121,-263,-22,-154,-173,878,973,800,913,446,1370,367,
非流动资产处置损失(万元),16,16,16,1,0,--,--,1,1,1,--,--,5,8,
利润总额(万元),8467,5525,1337,6926,5587,4373,1250,6967,5273,4460,9399,4122,10621,6749,
所得税费用(万元),921,660,203,519,433,465,258,1062,847,1600,1225,559,1492,2589,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7546,4866,1134,6407,5154,3908,992,5905,4427,2860,8175,3563,9129,4159,
归属于母公司所有者的净利润(万元),7535,4852,1109,6328,5093,3865,974,5842,4423,2875,8157,3588,9175,4166,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-96,
少数股东损益(万元),11,14,24,79,61,42,18,63,4,-15,17,-25,-46,-6,
基本每股收益,0.14,0.09,0.02,0.13,0.11,0.08,0.02,0.12,0.09,0.06,0.17,0.08,0.2,--,
稀释每股收益,0.14,0.09,0.02,0.13,0.11,0.08,0.02,0.12,0.09,0.06,0.17,0.08,0.2,--,
