报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),595196,286654,131054,1115708,769866,550699,134165,993652,531914,78975,40666,132101,95049,64963,35550,111562,73027,51890,27927,103670,64751,47045,25122,76290,48111,34102,19514,39734,30247,28460,16037,46990,32431,22918,13649,36128,25213,17877,10770,32068,22962,16750,10089,26897,18969,13733,8141,41271,18363,13609,41234,
营业收入(万元),595196,286654,131054,1115708,769866,550699,134165,993652,531914,78975,40666,132101,95049,64963,35550,111562,73027,51890,27927,103670,64751,47045,25122,76290,48111,34102,19514,39734,30247,28460,16037,46990,32431,22918,13649,36128,25213,17877,10770,32068,22962,16750,10089,26897,18969,13733,8141,41271,18363,13609,41234,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
营业总成本(万元),562654,283498,142636,1017567,674624,468972,154860,1104854,642229,77670,39220,122038,88930,61877,35028,107666,71270,50245,27307,101826,64609,45454,24989,78683,51939,36262,19928,49974,33101,29981,17126,50470,35294,26085,13889,41813,25412,17907,10387,33519,23389,16733,9754,27720,20008,14566,8004,40289,20422,15068,40252,
营业成本(万元),325707,194812,88587,721143,451282,305674,85885,709473,360102,60353,31021,84652,61524,44036,26040,75257,50281,36158,20945,74035,49169,35299,19877,56740,36867,26175,15072,30441,23395,22187,12240,34057,22366,15894,9578,25929,17073,12845,7786,22681,16245,11862,7196,18530,13124,9585,5735,28841,12869,9615,28804,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
营业税金及附加(万元),98706,16538,6740,70642,40108,31334,7682,59872,33632,834,549,2732,1842,1122,596,2219,1298,893,446,2065,992,795,336,1761,954,575,392,1109,883,351,252,750,468,331,203,548,344,238,155,457,308,230,154,369,248,179,113,1793,232,158,1793,
销售费用(万元),11410,8540,3758,28856,20512,13616,5324,26465,18559,5023,2435,9360,6637,4187,2150,9524,7694,4791,2116,9678,5465,3961,1904,6779,4727,2973,1243,3605,2055,1562,879,2574,2811,1925,905,2413,2642,1185,640,1990,1526,984,504,1764,1275,878,409,1971,1318,953,1971,
管理费用(万元),48044,24933,13549,61689,54203,36581,16391,74257,45745,5563,2490,11467,7409,4853,2304,9400,5874,3952,1851,7509,3472,2236,929,4710,2951,1883,941,4832,3178,2310,1299,5331,5939,4981,1514,5427,3135,2193,1195,4397,3245,2298,1256,3711,3341,2465,1199,4385,3203,1960,4509,
财务费用(万元),80016,39885,30007,135510,108478,81758,39577,223853,182466,5897,2725,13778,11446,7679,3938,11332,6123,4451,1949,8468,5509,3161,1943,8592,6443,4656,2280,9952,3590,3571,2456,4162,3290,2527,1689,3444,2217,1446,611,3713,2065,1359,643,3416,1941,1380,548,3176,1749,1332,3176,
资产减值损失(万元),-1230,-1209,-5,-273,40,10,--,10934,1726,1,--,49,72,--,--,-67,--,--,--,71,2,2,1,100,-3,--,--,36,--,--,--,3597,420,426,--,4052,--,--,--,281,0,0,--,-71,78,78,0,123,1052,1052,--,
公允价值变动收益(万元),-26,-26,--,4442,-18960,-18960,--,25643,25006,--,--,192,704,--,--,623,--,--,--,2010,--,--,--,980,--,--,--,379,--,--,--,168,--,--,--,660,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
投资收益(万元),85876,73736,68226,92907,94406,60921,9623,179374,156966,-3,19,-14,-175,-229,-26,707,-57,-33,-12,-75,-72,-9,-11,15970,--,--,--,--,--,--,--,100,100,--,--,0,--,--,--,8,--,--,--,278,0,--,0,1136,1049,1136,1020,
对联营企业和合营企业的投资收益(万元),16152,29982,--,24264,--,26111,-7,17912,-15,-3,19,-14,-172,-229,-26,706,-57,-33,--,--,-72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,1136,1136,1136,1136,
汇兑收益(万元),--,--,-1,--,80,92,-15,--,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
营业利润(万元),186677,122039,56642,286633,170769,123779,-11087,93815,71699,1302,1465,10240,6648,2856,496,5226,1700,1612,608,3779,70,1582,123,14558,-3828,-2160,-415,-9862,-2854,-1521,-1090,-3212,-2764,-3167,-240,-5026,-199,-29,383,-1443,-426,17,335,-546,-1039,-832,137,2118,-1010,-323,2002,
营业外收入(万元),2800,2362,26032,1257,58716,37872,18259,74548,49002,2,1,109,352,29,14,70,17,11,10,1848,1174,573,2,434,579,506,333,105,1537,62,3,13733,13685,13673,4,86,109,8,4,398,15,11,6,15771,15767,14,7,91,35,22,91,
