报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),130818,86045,118311,85273,54234,99802,88471,71328,
营业收入(万元),130522,86045,118311,85196,54234,99802,88471,71328,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),296,--,--,77,--,--,--,--,
营业总成本(万元),117558,78706,108325,77773,48363,92065,84517,70255,
营业成本(万元),98560,66541,89330,64846,40343,73483,72657,60703,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),604,429,519,142,103,166,158,173,
销售费用(万元),7719,5152,9224,5892,3670,8633,4649,2574,
管理费用(万元),8386,5126,8919,6201,4016,9069,5947,5073,
财务费用(万元),2107,1307,51,397,199,478,1214,1482,
资产减值损失(万元),181,152,282,296,31,235,-109,249,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),75,6,36,31,20,100,19,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),13413,7423,10022,7531,5890,7838,3974,1073,
营业外收入(万元),75,6,129,87,78,107,61,35,
营业外支出(万元),313,211,338,259,252,533,302,34,
非流动资产处置损失(万元),284,194,282,215,210,374,133,6,
利润总额(万元),13176,7218,9814,7359,5716,7412,3733,1074,
所得税费用(万元),1996,1117,1187,948,730,990,558,4,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),11180,6100,8626,6411,4986,6422,3175,1070,
归属于母公司所有者的净利润(万元),11180,6100,8626,6411,4986,6422,3185,1070,
被合并方在合并前实现净利润(万元),12,--,--,-19,--,--,249,--,
少数股东损益(万元),--,--,--,--,--,--,-10,-0,
基本每股收益,1.43,0.84,1.18,0.88,0.68,1,--,--,
稀释每股收益,1.43,0.84,1.18,0.88,0.68,1,--,--,
