报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),70985,262990,187171,119303,50641,158231,107090,61295,24034,95539,69893,43424,17118,70608,52000,30442,10918,31620,20546,11184,4352,33002,25875,18772,10408,47400,35066,10032,
营业收入(万元),70985,262990,187171,119303,50641,158231,107090,61295,24034,95539,69893,43424,17118,70608,52000,30442,10918,31620,20546,11184,4352,33002,25875,18772,10408,47400,35066,10032,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),58576,225126,157479,101602,43858,156906,108075,64569,28105,115514,75858,43378,19465,69448,51069,31175,12061,44054,27932,15656,5914,29766,23015,16427,8344,33945,22507,8808,
营业成本(万元),47655,175616,123906,79077,33809,120347,84296,50390,22150,79540,53301,31546,12663,49984,37232,22679,8870,30655,20822,11774,4336,22849,17320,12024,6358,25595,16756,5876,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),700,1480,1026,624,291,810,86,46,--,61,34,34,32,25,6,0,--,2,2,2,2,--,--,--,--,--,19,11,
销售费用(万元),501,2191,1435,856,416,1590,1064,585,217,964,715,494,268,1366,989,591,361,750,534,354,150,656,503,349,182,523,677,234,
管理费用(万元),8108,26508,16522,10400,4377,12342,9101,5461,2461,13833,10430,7066,3666,10203,6906,4156,1786,10582,5546,3127,1364,4675,3574,2397,996,5388,4367,1614,
财务费用(万元),254,9164,9610,5014,2314,15793,10143,7055,1592,14801,9904,3561,2125,5756,4857,3024,756,158,138,20,-89,1228,1362,1474,757,2128,522,608,
资产减值损失(万元),1360,10168,4980,5631,2651,6023,3385,1033,1686,6316,1474,678,711,2114,1078,725,287,1906,890,378,150,357,255,183,51,311,166,466,
公允价值变动收益(万元),136,-4769,-5239,-4559,-1327,3393,1248,1214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-1045,-1516,303,1490,-1,-7,-965,-860,-312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13153,36425,24756,14633,5456,4711,-702,-2920,-4383,-19975,-5965,45,-2347,1160,931,-733,-1143,-12433,-7386,-4472,-1562,3236,2860,2344,2064,13455,12558,1224,
营业外收入(万元),3812,22359,21148,12360,5479,26337,17438,9364,3546,10807,8946,1310,944,9566,8048,6068,3118,13464,10233,7270,4098,7546,2094,2020,1174,994,448,277,
营业外支出(万元),88,927,1220,656,520,62,17,10,4,10,10,9,3,20,15,14,11,4,1,0,--,6,2,1,1,1,0,--,
非流动资产处置损失(万元),--,--,330,30,1,--,--,--,--,--,6,5,0,--,0,--,--,--,--,--,--,6,1,--,--,--,--,--,
利润总额(万元),16877,57858,44685,26336,10415,30986,16718,6434,-841,-9177,2971,1346,-1407,10707,8964,5322,1964,1027,2846,2798,2536,10776,4952,4364,3238,14448,13006,1501,
所得税费用(万元),2592,7647,7521,4734,2337,4267,2613,1117,549,419,2078,89,--,1616,1482,907,509,1889,1826,1369,805,2042,743,655,486,1983,1825,27,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),14285,50211,37163,21602,8078,26719,14105,5317,-1390,-9596,893,1257,-1407,9091,7482,4415,1454,-862,1020,1429,1731,8734,4209,3709,2752,12465,11181,1474,
归属于母公司所有者的净利润(万元),14285,50211,37163,21602,8078,26719,14105,5317,-1390,-9596,893,1257,-1407,9091,7482,4415,1454,-862,1020,1429,1731,8734,4209,3709,2752,12465,11181,1474,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,5338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.17,0.6,0.44,0.26,0.1,0.35,0.19,0.08,-0.02,-0.14,0.01,0.02,-0.03,0.2,0.17,0.15,0.05,-0.03,0.03,0.05,0.09,0.49,0.24,0.23,0.18,0.83,0.92,0.17,
稀释每股收益,0.17,0.6,0.44,0.26,0.1,0.35,0.19,0.08,-0.02,-0.14,0.01,0.02,-0.03,0.2,0.17,0.15,0.05,-0.03,0.03,0.05,0.09,0.49,0.24,0.23,0.18,0.83,0.92,0.17,
