报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),49695,32286,14733,61188,44113,27510,13503,40845,24127,14848,
营业收入(万元),49695,32286,14733,61188,44113,27510,13503,40845,24127,14848,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),42837,28240,13053,52587,37948,24173,12019,35972,21005,13041,
营业成本(万元),34113,22620,10597,41984,30630,19565,9821,28320,16736,9966,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),284,193,117,430,334,207,87,211,140,83,
销售费用(万元),1643,974,400,1662,1247,734,376,1016,850,729,
管理费用(万元),6741,4474,2049,8091,5831,3573,1649,5670,2962,1988,
财务费用(万元),82,102,60,28,21,21,19,181,60,31,
资产减值损失(万元),-27,-123,-169,391,-116,74,67,574,258,243,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),218,140,35,121,48,32,17,17,18,16,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7128,4235,1715,8723,6213,3370,1501,4890,3141,1822,
营业外收入(万元),223,157,31,502,218,144,135,266,114,312,
营业外支出(万元),16,16,16,6,0,0,0,15,26,2,
非流动资产处置损失(万元),--,--,--,5,--,--,--,--,1,1,
利润总额(万元),7335,4376,1729,9218,6430,3513,1636,5142,3229,2132,
所得税费用(万元),708,618,212,1018,786,598,252,832,633,340,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),6627,3759,1517,8200,5644,2915,1384,4310,2596,1792,
归属于母公司所有者的净利润(万元),6627,3759,1517,8200,5644,2915,1384,4310,2596,1792,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.1,0.63,0.25,1.37,0.94,0.49,--,0.72,--,--,
稀释每股收益,1.1,0.63,0.25,1.37,0.94,0.49,--,0.72,--,--,
