报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),266,1605,627,466,298,1343,559,373,144,1258,-3457,-3577,1190,4798,3553,2875,997,6236,4169,2303,1214,5220,3014,2002,773,3701,2468,1523,525,2363,1532,1036,435,2069,1199,708,342,1264,729,521,1057,431,558,313,
销售费用(万元),1826,5623,5168,3569,1510,5367,5036,3569,1270,5381,2985,3303,1022,5828,4096,3457,1632,6464,4744,3740,1757,5845,3252,3619,1507,8640,5304,3584,1462,5939,4458,3005,1502,3368,2435,1763,891,1801,1108,732,1061,505,343,111,
管理费用(万元),3590,16084,11088,7820,3984,22126,10201,6937,3780,19751,11191,7258,3472,19884,11533,7714,3519,21185,12708,8144,3401,14620,10822,7543,3251,11567,8250,5086,2254,8109,6013,4057,1893,6910,4324,2532,1183,3689,2246,1456,2487,1774,1406,859,
财务费用(万元),1475,5223,4057,2743,1270,2834,2708,1545,802,1771,1762,926,481,1011,1337,884,810,1339,1608,1010,424,678,1001,656,350,1014,502,159,51,-102,-246,-191,-20,-169,-140,-123,-46,195,166,110,171,62,62,65,
资产减值损失(万元),-170,26884,27473,2790,-239,10147,2030,1562,-566,11586,-1702,1745,-427,38863,1692,1798,-198,7705,672,1527,-5,3111,1078,887,27,1485,872,872,31,1054,432,370,42,1428,430,415,50,819,177,296,418,0,289,23,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),75,9320,10370,-555,59,4809,-171,185,49,12449,12316,12167,--,514,-28,59,-73,1070,521,584,-101,277,6,-3,-79,225,23,41,-22,70,--,--,--,--,--,--,--,0,0,0,-160,-168,-15,0,
对联营企业和合营企业的投资收益(万元),75,-2261,-474,-614,59,-1189,--,185,-1,-17,--,--,--,--,13,13,--,355,-184,-126,--,277,6,-3,-79,--,23,41,-22,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业利润(万元),7114,4224,1357,10423,5999,15089,13877,9797,3846,15566,26098,22592,4269,-21507,13095,11640,4411,18401,14424,9526,2634,14429,9191,6187,2130,12075,7582,5015,1803,9496,5644,3381,1471,6690,3926,2235,1044,5095,3285,1862,3517,2393,2300,1057,
营业外收入(万元),343,281,285,276,170,853,80,20,20,1772,951,643,170,33177,2784,759,193,3061,852,742,698,1471,1261,1089,77,1022,422,48,2,450,224,173,114,723,578,438,242,508,136,130,203,68,59,16,
营业外支出(万元),6,29,8,3,3,84,8,8,0,167,6,4,0,172,10,3,3,264,50,43,41,216,47,46,2,52,29,4,2,114,90,62,62,31,31,6,0,10,5,3,35,21,8,5,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,12,--,--,--,19,--,--,--,5,--,--,--,14,1,--,1,1,0,--,--,8,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
利润总额(万元),7451,4476,1633,10696,6166,15857,13949,9808,3866,17170,27043,23231,4439,11499,15870,12395,4601,21198,15226,10225,3291,15684,10405,7230,2205,13046,7975,5059,1803,9832,5779,3493,1523,7382,4473,2667,1286,5593,3416,1989,3684,2439,2351,1067,
所得税费用(万元),1489,2169,661,1641,864,2287,1885,1591,609,2084,3643,3160,833,637,2070,1544,413,2718,2101,1221,496,1556,1633,1160,470,1562,1331,805,378,1519,844,608,233,896,595,410,212,646,486,291,535,357,324,140,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
净利润(万元),5962,2307,973,9055,5302,13571,12064,8217,3257,15086,23400,20071,3606,10862,13800,10851,4188,18480,13125,9004,2794,14128,8773,6070,1734,11483,6645,4255,1425,8313,4935,2885,1291,6486,3879,2257,1074,4947,2929,1698,3150,2082,2027,927,
归属于母公司所有者的净利润(万元),6014,2644,1236,9232,5360,13865,12289,8439,3357,15338,23690,20217,3709,11121,13924,10904,4333,18368,13227,8986,2926,14566,9301,6396,1971,11644,6821,4330,1456,8255,4933,2855,1299,6486,3879,2257,1074,4947,2929,1698,3150,2082,2027,936,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,
少数股东损益(万元),-53,-337,-263,-178,-58,-295,-225,-222,-101,-251,-290,-146,-103,-259,-124,-54,-145,111,-102,17,-131,-438,-529,-327,-237,-161,-176,-75,-31,58,2,30,-8,--,--,--,--,--,0,0,0,0,0,-8,
基本每股收益,0.09,0.04,0.02,0.14,0.08,0.21,0.19,0.13,0.05,0.23,0.36,0.31,0.06,0.18,0.22,0.18,0.16,0.68,0.49,0.35,0.12,0.6,0.39,0.26,0.08,0.49,0.28,0.18,0.06,0.34,0.21,0.12,0.08,0.41,0.24,0.14,0.13,0.78,0.49,0.28,0.61,0.4,0.58,0.31,
稀释每股收益,0.09,0.04,0.02,0.14,0.08,0.21,0.19,0.13,0.05,0.23,0.36,0.31,0.06,0.18,0.22,0.18,0.16,0.68,0.48,0.34,0.1,0.6,0.38,0.26,0.08,0.48,0.28,0.18,0.06,0.34,0.21,0.12,0.08,0.41,0.24,0.14,0.13,0.78,0.49,0.28,0.61,0.4,0.58,0.31,
