报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),163768,645180,465023,291452,133656,494447,356380,219950,108999,593967,453830,292841,143031,593382,419643,260381,128022,550272,390386,242534,114703,535392,367947,241482,108767,423253,290508,186026,90927,302339,215258,150237,70670,268641,201149,66887,266614,229411,
营业收入(万元),163768,645180,465023,291452,133656,494447,356380,219950,108999,593967,453830,292841,143031,593382,419643,260381,128022,550272,390386,242534,114703,535392,367947,241482,108767,423253,290508,186026,90927,302339,215258,150237,70670,268641,201149,66887,266614,229411,
利息收入(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),143475,599388,438441,279394,129084,528863,371692,225074,111964,577945,440040,284055,139002,576245,410606,256221,126286,518686,367838,226722,109064,481640,328924,214562,96079,365278,249279,159036,77286,260783,185585,130722,62136,237854,179044,59176,236402,206469,
营业成本(万元),125044,508288,370361,237843,110304,423970,301155,184828,91354,494414,375027,243158,118586,488848,348311,214480,107213,443293,314316,193314,93297,412957,280606,183205,82459,313474,215239,138267,66501,212758,154124,108716,53050,202692,155125,52064,209755,185307,
利息支出(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业税金及附加(万元),1294,6315,4681,2862,1149,3855,1936,1332,747,2592,1773,1098,513,2881,1827,1242,594,2193,1167,609,239,3399,1788,972,354,2232,1428,941,525,1610,1147,890,454,1982,1428,428,1164,933,
销售费用(万元),3906,11882,8826,5280,2569,10086,7338,4967,2760,9797,8177,5243,3113,11581,8828,5837,2131,8879,6764,4312,1896,8471,6767,4570,1988,6810,5245,3785,2153,8264,5187,2974,1509,7015,5004,1867,7874,7567,
管理费用(万元),12863,52265,38958,23689,10679,49559,36379,24696,11711,49872,37472,25063,12327,51916,40060,26688,12343,56108,41753,25494,11768,50613,37108,24240,10970,40069,26588,16668,8025,33883,22824,14188,6228,23999,17584,4439,15568,11763,
财务费用(万元),2648,12777,9756,6838,3463,15489,10551,6290,3153,14798,13226,7806,3881,14884,10962,6905,3051,8307,6133,3448,1458,2281,1370,831,182,943,415,-1129,-730,1941,1824,3647,841,-946,-1315,378,-2212,-90,
资产减值损失(万元),-2278,7860,5860,2883,920,25904,14332,2960,2239,6472,4365,1688,581,6135,618,1069,955,-94,-2295,-453,406,3918,1286,744,127,1750,363,504,813,2326,478,306,55,3112,1219,-1,4252,989,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),65,71,-194,-201,-128,4159,31,-46,10,268,-165,-145,-24,22,1004,1482,59,705,233,178,112,936,953,499,24,1356,699,560,146,2070,1336,784,-41,191,-1035,-245,-281,137,
对联营企业和合营企业的投资收益(万元),65,38,-179,-187,-128,-635,-118,-46,10,255,132,155,-24,18,856,1334,59,686,233,178,112,923,942,493,24,1346,693,554,135,2070,1328,780,-61,160,-1060,0,-291,133,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业利润(万元),21189,52904,26388,11857,4443,-30257,-15281,-5170,-2956,16290,13625,8642,4005,17159,10041,5642,1795,32291,22781,15989,5751,54689,39975,27419,12712,59331,41929,27550,13786,43627,31009,20299,8493,30979,21070,7466,29931,23079,
营业外收入(万元),186,1080,6792,3370,1304,5607,3773,2768,1199,6007,2677,1875,879,7858,5372,3610,2538,4729,3275,1753,778,6006,5070,4010,471,3511,2236,1808,692,4317,3229,2689,1627,16886,13094,303,1007,2008,
营业外支出(万元),37,852,331,137,79,528,375,379,170,1370,678,463,321,787,605,373,190,1218,872,638,155,763,471,208,193,738,551,377,249,470,445,256,88,14439,11604,77,126,362,
非流动资产处置损失(万元),--,--,12,0,0,65,73,69,52,286,185,183,183,233,--,--,--,376,--,--,--,104,--,3,--,151,--,--,--,75,--,--,0,309,--,0,0,3,
利润总额(万元),21338,53132,32849,15090,5669,-25177,-11884,-2780,-1927,20927,15624,10053,4563,24231,14808,8879,4143,35802,25184,17104,6374,59932,44574,31221,12990,62104,43614,28980,14229,47474,33793,22732,10032,33425,22560,7693,30812,24725,
所得税费用(万元),5053,14933,10904,5201,1914,2908,1883,2792,1237,4744,4757,3089,1195,7936,4914,3152,1282,9060,5607,3203,763,11941,8700,6049,2416,9862,7453,4751,2605,7399,6740,4747,1903,5662,3974,1364,5401,8477,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
净利润(万元),16284,38199,21945,9889,3755,-28085,-13766,-5572,-3163,16183,10867,6965,3368,16295,9894,5728,2861,26743,19577,13901,5611,47991,35875,25172,10573,52242,36161,24229,11624,40075,27053,17985,8129,27763,18586,6329,25411,16248,
归属于母公司所有者的净利润(万元),15660,36070,20724,9834,3870,-28262,-13859,-5612,-3350,14411,10020,6140,3118,13544,8258,4483,2367,23164,17132,12197,4509,45227,33002,23466,10143,49735,34511,22946,11213,35476,23876,15956,7708,25078,16875,5716,21444,13533,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,3276,5297,
少数股东损益(万元),625,2129,1221,55,-115,177,93,39,187,1772,847,825,251,2750,1636,1244,494,3578,2445,1704,1101,2764,2872,1706,431,2507,1650,1283,411,4598,3177,2029,422,2686,1711,614,3967,2715,
基本每股收益,0.16,0.41,0.24,0.12,0.05,-0.34,-0.17,-0.07,-0.04,0.17,0.12,0.07,0.04,0.16,0.1,0.05,0.03,0.29,0.21,0.15,0.06,0.56,0.41,0.29,0.17,0.83,0.57,0.38,0.28,0.97,0.68,0.48,0.23,0.76,0.51,0.17,0.78,0.61,
稀释每股收益,0.16,0.41,0.24,0.12,0.05,-0.34,-0.17,-0.07,-0.04,0.17,0.12,0.07,0.04,0.16,0.1,0.05,0.03,0.29,0.21,0.15,0.06,0.56,0.41,0.29,0.17,0.83,0.57,0.38,0.28,0.97,0.68,0.48,0.23,0.76,0.51,0.17,0.78,0.61,
