报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),37345,166200,122662,78083,40005,146945,105940,65683,29591,118058,81803,49181,19094,82828,58761,39927,15760,80630,60476,37492,16155,71822,52151,32910,13679,64460,48253,30602,13207,63989,48002,30239,13161,48172,34610,20809,8261,38506,29200,16726,7867,38490,29596,18156,7300,36324,24614,15330,6071,31567,21167,12774,5537,
营业收入(万元),37345,166200,122662,78083,40005,146945,105940,65683,29591,118058,81803,49181,19094,82828,58761,39927,15760,80630,60476,37492,16155,71822,52151,32910,13679,64460,48253,30602,13207,63989,48002,30239,13161,48172,34610,20809,8261,38506,29200,16726,7867,38490,29596,18156,7300,36324,24614,15330,6071,31567,21167,12774,5537,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,
营业总成本(万元),34274,149471,106156,69008,37438,135828,95331,58443,26119,108473,73226,45178,17652,77819,54500,37563,14857,75535,56343,35303,15533,67520,48492,30250,12736,57923,43193,27473,11903,57516,43111,27398,12059,43662,31163,18819,7613,35049,26694,15754,7525,35278,26780,16753,6585,31806,21658,13728,5481,27645,17898,11187,4776,
营业成本(万元),27784,126419,92442,58433,30115,109483,76904,46667,20333,87730,59251,36616,13951,63745,45152,31082,12084,62471,46927,29063,12804,56264,40784,25667,10728,49839,37534,23723,10150,49751,37672,23976,10522,37778,27042,16265,6380,30549,23438,13748,6680,30897,23685,14583,5507,28443,19248,11764,4810,25021,16286,9787,204,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,
研发费用(万元),1915,7082,4791,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,
