报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),161823,91453,39824,216077,161337,104471,46237,198327,140767,114146,100564,
营业收入(万元),161823,91453,39824,216077,161337,104471,46237,198327,140767,114146,100564,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),153242,87487,37592,203130,151254,97480,43021,187129,130591,100324,90330,
营业成本(万元),130920,73940,32167,172609,128795,83346,36617,160129,113950,85906,81675,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),188,117,54,329,242,217,59,317,192,119,64,
销售费用(万元),5274,3500,1550,6247,4926,3433,1241,6102,4205,3220,2219,
管理费用(万元),13136,8349,3966,18662,13071,7795,3938,16365,9926,7796,4692,
财务费用(万元),3043,1829,957,3390,2646,1724,998,2708,2144,1936,996,
资产减值损失(万元),680,-247,-1102,1893,1573,965,166,1508,174,1348,684,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,3,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8778,4032,2233,12947,10084,6991,3216,11201,10176,13822,10235,
营业外收入(万元),1589,1544,1398,1433,1154,428,74,1314,1577,364,296,
营业外支出(万元),31,0,0,190,231,205,102,68,111,154,438,
非流动资产处置损失(万元),--,--,--,2,--,0,--,0,0,9,5,
利润总额(万元),10337,5576,3631,14190,11007,7213,3187,12447,11642,14032,10093,
所得税费用(万元),1313,324,344,1046,974,682,442,1665,1845,1300,1463,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9024,5252,3287,13144,10032,6532,2746,10783,9797,12732,8630,
归属于母公司所有者的净利润(万元),10036,5881,3597,14169,10648,6907,2837,11537,9797,12732,8630,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,5798,3835,
少数股东损益(万元),-1012,-629,-309,-1025,-616,-375,-91,-754,--,--,--,
基本每股收益,0.24,0.14,0.1,0.38,0.28,0.17,0.08,0.31,0.28,1.9,1.96,
稀释每股收益,0.25,0.15,--,0.38,0.28,0.17,--,0.31,0.28,1.9,1.96,
