报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业税金及附加(万元),847,2734,1996,1670,778,2969,1707,1336,723,1789,825,599,246,1284,827,627,195,1201,777,528,223,955,518,307,102,801,475,375,159,834,479,290,161,68,30,21,6,42,30,8,48,35,
销售费用(万元),6959,30326,23998,15130,8022,30913,19996,11352,6304,21370,15968,9161,4297,19791,12069,7880,3398,18499,11829,7401,3169,14271,9076,4969,2385,12881,8398,4907,2158,13121,7156,4140,1830,10542,6940,3868,1144,8235,4747,1202,7242,5245,
管理费用(万元),4259,19406,15458,18442,8886,39775,24636,15721,7366,33502,21812,14573,6339,29485,19452,12549,5276,23557,15001,9208,4711,20369,12873,7497,3842,17605,9981,5863,2695,12644,7402,4637,2285,9569,4558,3041,1462,6080,3928,1291,5029,3555,
财务费用(万元),121,492,702,287,462,651,326,103,-26,-543,-208,-121,14,-137,-32,88,217,342,159,-33,-60,-1310,-1217,-353,-202,-1399,-1279,-26,-118,-1689,-1635,-451,-358,356,524,526,275,951,698,218,1364,1031,
资产减值损失(万元),-573,11338,1507,-471,1425,1184,4669,2958,3266,-965,65,1210,-189,840,2418,1870,-194,2177,4972,5916,510,7867,233,515,81,1931,1248,308,38,757,361,519,239,-333,205,-26,-94,269,629,-55,977,161,
公允价值变动收益(万元),--,--,--,--,--,--,0,0,0,--,-2,-2,-2,2,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),61,956,595,416,171,1084,835,664,242,1294,1120,887,476,1133,909,617,455,2005,661,577,281,8221,837,839,535,1633,1262,818,558,1464,929,809,552,2136,1544,935,366,830,5,5,50,0,
对联营企业和合营企业的投资收益(万元),9,520,351,277,166,454,492,372,178,--,370,278,--,--,277,183,--,187,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,419,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业利润(万元),11782,6935,10559,10360,5131,44281,19398,14253,9096,27234,18947,13429,7431,38343,23402,15095,8364,34826,24978,17944,8549,28045,19630,13873,5506,17830,17206,11481,4801,26785,23917,16556,7755,28530,23700,16061,7465,18567,14911,2282,14818,16704,
营业外收入(万元),46,16985,91,68,11,393,78,62,54,2988,1695,1909,552,2377,2967,2871,1164,1241,1111,951,526,1464,1119,965,879,1642,1374,1159,876,2856,710,164,47,1041,614,107,54,674,311,97,272,530,
营业外支出(万元),16,164,54,28,19,275,208,123,39,375,140,89,30,202,74,53,6,257,46,24,14,58,37,20,4,211,27,15,4,87,25,24,1,110,3,2,1,8,3,0,16,99,
非流动资产处置损失(万元),--,--,--,--,--,--,126,54,18,323,113,66,--,150,55,45,--,186,-32,--,11,--,--,--,2,34,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
利润总额(万元),11812,23756,10596,10400,5122,44398,19268,14192,9110,29848,20502,15248,7953,40517,26295,17913,9522,35809,26044,18871,9061,29451,20713,14818,6382,19262,18553,12625,5673,29555,24602,16695,7801,29460,24311,16167,7518,19233,15219,2378,15074,17136,
所得税费用(万元),2158,4112,2460,2105,840,6219,1944,2165,1400,4190,3229,2490,1308,6027,4380,2699,1484,5685,3320,3095,1658,3941,3409,2426,859,3439,3303,2075,981,4694,4102,2953,1341,4774,3825,2469,1195,2544,2041,271,2200,1683,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
净利润(万元),9655,19643,8136,8294,4283,38180,17325,12026,7711,25658,17273,12758,6646,34490,21915,15214,8039,30124,22724,15775,7402,25510,17303,12392,5522,15823,15249,10550,4692,24860,20500,13742,6460,24686,20486,13698,6323,16689,13179,2108,12875,15453,
归属于母公司所有者的净利润(万元),9399,17596,6572,7027,3940,36610,16363,11455,7427,23414,15901,11299,5738,31020,19422,13458,7296,27635,20519,14205,6532,23952,16059,11682,5222,14600,14107,9908,4329,23165,19280,13049,6177,22875,19151,12839,5882,15180,12054,1842,11605,13102,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,3941,
少数股东损益(万元),256,2048,1565,1267,342,1569,961,571,283,2244,1372,1459,907,3470,2493,1755,743,2489,2205,1570,870,1558,1245,710,301,1223,1142,642,363,1695,1220,693,283,1810,1335,859,441,1509,1125,266,1269,2350,
基本每股收益,0.15,0.28,0.1,0.15,0.09,0.87,0.39,0.27,0.18,0.58,0.38,0.27,0.14,0.76,0.48,0.33,0.18,0.68,0.51,0.35,0.21,0.77,0.51,0.37,0.17,0.47,0.45,0.32,0.14,0.74,0.62,0.42,0.26,1.12,0.8,0.71,0.33,0.84,0.67,0.1,0.64,0.73,
稀释每股收益,0.15,0.28,0.1,0.15,0.09,0.87,0.39,0.27,0.18,0.58,0.38,0.27,0.14,0.76,0.48,0.33,0.18,0.68,0.51,0.35,0.21,0.77,0.51,0.37,0.17,0.47,0.45,0.32,0.14,0.74,0.62,0.42,0.26,1.12,0.8,0.71,0.33,0.84,0.67,0.1,0.64,0.73,
