报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),67093,215791,143589,83488,31387,133455,90764,55297,22875,86042,55894,34104,15571,62500,47027,29844,12166,62995,45583,30149,11395,62612,48144,31104,14327,66848,47073,31447,16554,84638,56024,36643,14290,53458,34011,5533,59081,44227,
营业收入(万元),67093,215791,143589,83488,31387,133455,90764,55297,22875,86042,55894,34104,15571,62500,47027,29844,12166,62995,45583,30149,11395,62612,48144,31104,14327,66848,47073,31447,16553,84638,56024,36643,14289,53458,34011,5531,59081,44227,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,1,0,--,2,0,0,
营业总成本(万元),62872,199907,134523,78105,29486,125556,85619,52386,21748,87044,57267,35553,16182,67087,48190,30589,12640,63108,45553,30227,11739,62405,47653,30963,14638,67081,47055,31217,16094,80835,53481,34694,13454,49103,31104,5398,55173,42441,
营业成本(万元),57562,175767,118637,68708,25501,110815,76047,47074,19307,78866,52944,32918,14966,60590,44637,28535,11757,59220,42685,28334,10913,58757,45165,29334,13696,63038,43920,28973,15174,76720,50959,32796,12480,46038,29366,4928,50678,40597,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
营业税金及附加(万元),324,1417,764,545,339,401,123,86,27,133,53,29,14,60,31,18,3,44,26,19,1,49,28,12,2,113,104,60,28,26,23,8,2,33,7,0,12,0,
销售费用(万元),603,4049,2261,1596,744,2482,1628,1080,555,1513,771,448,184,936,607,382,157,849,584,387,189,872,685,480,239,1022,796,572,254,934,655,497,196,827,470,101,693,584,
管理费用(万元),2967,15133,9965,5748,2409,11058,6931,3625,1729,6246,3241,2054,951,4583,2623,1502,599,2917,2260,1480,687,3147,2324,1519,783,2965,1986,1277,624,2671,1376,943,437,1521,771,212,1883,629,
