报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),98054,59782,23575,98074,58442,31280,8574,34092,20563,13850,6733,28248,14444,9934,5364,30739,21533,14357,5190,28237,17770,12372,4894,30182,21078,15424,27041,21015,15855,
营业收入(万元),98054,59782,23575,98074,58442,31280,8574,34092,20563,13850,6733,28248,14444,9934,5364,30739,21533,14357,5190,28237,17770,12372,4894,30182,21078,15424,27041,21015,15855,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),85334,51875,22082,78946,45947,24955,7364,34883,20536,13847,6539,29035,15637,10214,5394,26160,17977,11506,4952,24009,15615,10380,4702,24302,16903,11944,21926,18050,13864,
营业成本(万元),27202,17207,7804,34351,18915,9198,2478,19756,11053,7474,3671,14986,6937,4824,2583,14268,9770,6472,2580,13326,8543,5845,2373,14096,9663,7043,12949,10208,8262,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),4974,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),755,507,176,1061,620,397,131,631,188,111,64,304,129,73,30,338,200,129,28,363,215,118,32,339,214,161,270,221,154,
销售费用(万元),26830,15905,6130,16977,10066,5424,1564,4767,2990,1830,862,5069,3043,1635,917,5273,3577,2027,873,4811,2969,1890,984,4351,3014,1942,3524,2964,1942,
管理费用(万元),21656,16244,7280,22791,14218,8708,3026,8139,5719,3782,1755,7379,5232,3508,1852,6315,4395,2934,1405,5917,4058,2643,1292,5127,3476,2236,4658,4416,3345,
财务费用(万元),3554,2128,858,1996,1583,836,143,-92,-22,-43,-21,-356,-293,-254,-65,-605,-399,-346,-37,-781,-435,-392,-54,-66,190,148,237,4,8,
资产减值损失(万元),362,-115,-165,1769,545,392,22,1682,608,692,208,1654,590,428,77,572,433,291,103,373,265,276,75,455,349,414,287,236,152,
公允价值变动收益(万元),--,--,--,-23,-23,-23,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
投资收益(万元),377,149,103,368,246,54,1,-3,-3,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,3,3,2,--,-29,--,
对联营企业和合营企业的投资收益(万元),--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13662,8407,2219,20900,13607,6978,1213,-793,24,0,194,-787,-1193,-281,-30,4579,3556,2851,238,4228,2155,1992,191,5883,4175,3482,5116,2936,1991,
营业外收入(万元),519,423,64,263,350,250,534,1431,750,692,103,1307,882,622,248,1227,592,388,13,1317,906,894,9,707,331,57,1183,1352,607,
营业外支出(万元),93,49,11,134,134,59,15,79,52,13,5,42,38,8,5,74,52,45,36,33,21,13,1,9,6,4,17,10,40,
非流动资产处置损失(万元),--,--,--,--,61,26,1,9,--,2,1,0,--,--,--,1,0,0,--,15,9,4,0,2,--,--,--,--,--,
利润总额(万元),14089,8781,2271,21029,13823,7170,1732,559,723,679,293,478,-349,333,213,5732,4095,3194,215,5513,3040,2873,200,6581,4501,3534,6282,4277,2558,
所得税费用(万元),3360,2129,725,4310,2426,1414,361,170,101,238,95,292,50,97,85,944,900,611,61,814,479,397,52,798,591,486,731,310,251,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10729,6652,1546,16720,11397,5756,1371,389,622,441,198,185,-398,237,128,4789,3195,2583,154,4699,2561,2476,148,5782,3910,3048,5551,3967,2307,
归属于母公司所有者的净利润(万元),10192,6536,1674,16008,10917,5511,1261,589,690,504,238,379,-225,351,190,4894,3266,2638,181,4781,2607,2501,157,5782,3910,3048,5551,3934,2296,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
少数股东损益(万元),537,116,-128,712,480,245,109,-200,-68,-64,-40,-194,-173,-114,-62,-105,-71,-55,-27,-82,-45,-25,-9,0,--,--,--,32,11,
基本每股收益,0.3,0.19,0.05,0.49,0.35,0.19,0.04,0.02,0.03,0.02,0.01,0.02,-0.01,0.01,0.02,0.39,0.26,0.21,0.02,0.53,0.29,0.28,0.02,1.13,0.81,0.68,1.23,1.04,0.64,
稀释每股收益,0.3,0.19,0.05,0.49,0.35,0.19,0.04,0.02,0.03,0.02,0.01,0.02,-0.01,0.01,0.02,0.39,0.26,0.21,0.02,0.53,0.29,0.28,0.02,1.13,0.81,0.68,1.23,1.04,0.64,
