报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),10795,48744,36339,24328,11178,53205,40692,24784,9340,52024,40090,26818,14872,44174,33647,22923,8954,59758,46157,29731,11793,56423,39993,26630,13515,48625,35898,23020,11031,53839,41138,27006,11984,47065,32821,20588,9341,33168,23380,14508,30041,26235,19305,
营业收入(万元),10795,48744,36339,24328,11178,53205,40692,24784,9340,52024,40090,26818,14872,44174,33647,22923,8954,59758,46157,29731,11793,56423,39993,26630,13515,48625,35898,23020,11031,53839,41138,27006,11984,47065,32821,20588,9341,33168,23380,14508,30041,26235,19305,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),11054,50703,36831,24484,11645,53458,39892,24577,9703,50730,38145,24901,12906,43799,33528,22511,9226,58768,44784,28907,11510,53136,37271,25004,12821,45948,27842,21917,10799,52449,39585,26046,11722,43401,29797,18525,8539,28852,19997,12434,26637,22700,16941,
营业成本(万元),8345,35786,27960,18776,8640,39253,29957,18398,6934,36140,27924,18583,9858,31242,24216,16502,6685,46749,36170,23265,8948,41728,29806,19949,10229,37032,27842,17989,8740,43859,33716,22236,9786,36185,24869,15575,6934,23690,16544,10264,22792,19922,14585,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),214,1774,1324,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),155,571,443,303,113,819,544,343,155,670,214,142,84,383,251,153,59,298,158,100,37,342,255,205,91,209,142,123,35,212,100,50,15,170,110,80,43,136,100,70,124,74,18,
销售费用(万元),512,2657,1966,1232,599,2672,1915,1140,480,2573,1922,1240,516,3070,2444,1739,806,3738,2752,1775,834,3744,2587,1687,778,3346,2490,1655,760,3711,2754,1748,903,3677,2515,1444,785,2722,1953,1169,1789,1530,1313,
管理费用(万元),1056,5385,3514,3017,1474,7569,5198,3546,1799,8635,6348,3977,1828,7119,5098,3079,1192,6346,4679,3155,1518,6471,4439,2818,1406,4416,3094,2036,1032,4083,2868,1891,984,3311,2375,1430,793,1797,1263,789,1150,1096,991,
财务费用(万元),665,2746,1626,1051,504,2268,1695,1108,508,1991,1448,906,488,1888,1393,914,475,1270,854,429,179,345,234,155,74,563,494,378,231,276,141,115,35,-256,-76,-31,-16,153,137,109,361,104,46,
资产减值损失(万元),107,1784,-2,106,315,877,583,42,-173,721,288,51,131,97,126,124,9,367,170,183,-8,507,-50,190,244,381,-261,-264,--,309,6,6,--,315,4,27,--,355,--,33,421,-27,-13,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-243,-1782,-203,-27,-356,73,800,207,-364,1295,1944,1917,1966,375,118,412,-273,990,1373,824,283,3287,2722,1626,694,2677,2097,1103,232,1390,1553,960,261,3664,3024,2063,802,4316,3383,2073,3404,3535,2364,
营业外收入(万元),11,103,34,34,11,241,494,456,75,223,151,97,17,261,65,64,63,73,9,5,--,83,27,6,0,170,90,16,15,254,217,215,205,206,160,75,35,362,80,51,247,296,108,
营业外支出(万元),3,250,113,95,40,149,135,52,84,1045,844,820,5,38,22,17,8,11,11,8,3,97,86,10,9,165,117,53,40,19,16,9,6,56,27,3,2,11,13,5,15,23,27,
非流动资产处置损失(万元),--,--,--,--,--,--,2,2,1,275,85,62,--,8,7,3,8,0,0,--,--,1,1,1,1,150,100,38,35,8,7,--,--,49,10,--,--,3,3,3,0,1,2,
利润总额(万元),-236,-1929,-282,-88,-385,166,1159,611,-373,473,1252,1195,1979,599,162,459,-217,1051,1371,821,281,3273,2663,1622,685,2682,2070,1067,207,1625,1753,1167,460,3815,3157,2135,835,4667,3451,2119,3636,3809,2445,
所得税费用(万元),109,1446,-535,-450,39,-899,-34,-115,33,-398,-21,-38,180,126,-104,50,86,160,378,145,75,769,731,382,168,436,420,189,32,44,391,240,100,646,496,317,146,593,499,314,542,415,215,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-344,-3375,253,362,-424,1065,1193,726,-406,871,1273,1233,1799,473,266,409,-303,891,993,676,206,2504,1932,1240,516,2246,1650,878,176,1581,1363,926,361,3169,2661,1818,689,4074,2952,1805,3093,3393,2230,
归属于母公司所有者的净利润(万元),-344,-3375,253,362,-424,1065,1193,726,-406,88,490,559,1296,259,266,223,-358,546,719,508,150,2089,1621,1085,421,1997,1495,870,223,1827,1558,1072,412,3187,2648,1810,683,3854,2798,1712,3010,3296,2137,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
