报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),62950,41786,18663,69187,48649,31464,14137,57165,63998,49727,51941,
营业收入(万元),62950,41786,18663,69187,48649,31464,14137,57165,63998,49727,51941,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),56307,37019,15766,58903,40871,26055,11565,49801,56069,44143,45571,
营业成本(万元),46178,30265,12766,48835,33877,21494,9249,41982,46495,35669,37540,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),580,357,209,665,312,229,113,372,362,243,297,
销售费用(万元),2114,1519,661,2829,1884,1189,522,2487,2621,1922,1772,
管理费用(万元),6642,4406,1987,7291,5173,3363,1567,6268,6321,5390,4766,
财务费用(万元),679,281,103,-1224,-648,-499,-14,-1306,31,808,869,
资产减值损失(万元),114,191,41,507,272,278,129,-2,238,110,326,
公允价值变动收益(万元),--,--,--,--,--,--,--,83,-483,435,-50,
投资收益(万元),362,195,2,34,34,34,--,-4,-49,231,15,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7028,4983,2899,10318,7811,5443,2573,7443,7397,6250,6335,
营业外收入(万元),551,511,17,357,229,147,113,623,200,511,351,
营业外支出(万元),28,16,0,68,58,43,25,91,184,90,69,
非流动资产处置损失(万元),14,2,0,8,8,8,5,4,88,11,7,
利润总额(万元),7551,5479,2916,10607,7982,5547,2661,7976,7413,6671,6617,
所得税费用(万元),1349,921,607,1787,1210,769,443,1258,1361,698,1038,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6202,4557,2309,8820,6772,4778,2218,6718,6052,5973,5578,
归属于母公司所有者的净利润(万元),6202,4557,2309,8820,6772,4778,2218,6718,6052,5973,5578,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.58,0.43,0.22,1.1,0.85,0.6,0.28,0.84,0.76,0.75,0.7,
稀释每股收益,0.58,0.43,0.22,1.1,0.85,0.6,0.28,0.84,0.76,0.75,0.7,
