报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),143714,73166,342092,224646,147347,76940,457143,279742,174327,75206,433555,299797,207650,83248,395285,265867,165799,75928,374956,262887,179378,75310,409542,278055,179469,74755,379389,268884,177438,85763,347850,239520,150357,68984,253073,170643,103196,47295,281496,207843,126367,52697,203940,57037,34754,16095,181701,74789,46453,23680,
营业收入(万元),143714,73166,342092,224646,147347,76940,457143,279742,174327,75206,433555,299797,207650,83248,395285,265867,165799,75928,374956,262887,179378,75310,409542,278055,179469,74755,379389,268884,177438,85763,347850,239520,150357,68984,253073,170643,103196,47295,281496,207843,126367,52697,203940,57037,34754,16095,181701,74789,46453,23680,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业总成本(万元),153340,73291,369319,197285,126122,68640,426956,252402,155908,73776,357430,248764,168882,73646,314667,208317,126249,66672,321264,223588,157665,67415,352242,237180,152731,67986,321582,220158,145321,72991,307381,206154,132855,62785,219788,144043,89396,42159,247843,181846,110083,48956,184842,55784,33761,15344,153873,71660,44350,22500,
营业成本(万元),103654,52246,202552,133935,85308,46409,288467,171030,104558,46488,243154,175021,119206,50551,216404,147609,86567,46815,221613,155886,111259,45853,255702,173278,112456,48645,233502,164857,112381,57378,230211,158180,101159,47233,158302,106445,66974,32426,195147,149665,88844,38966,142368,40784,24366,10698,129469,58086,35265,17513,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业税金及附加(万元),1370,499,2981,1400,1224,569,3556,2267,1605,776,6596,3757,2613,300,5789,3177,2549,1168,9105,7232,5123,2160,14268,10099,6368,2327,13812,9786,6030,2553,11517,7702,4520,1887,9010,5971,3391,1363,8527,5764,3625,1303,5595,1117,707,365,3311,795,567,303,
销售费用(万元),17531,8016,42778,26281,17132,9126,59578,39902,25545,13931,61143,41793,28105,14470,53448,33969,22180,10819,54428,36619,24859,12135,50109,33588,20833,10489,46533,29812,18320,8343,37104,24365,15767,7715,28944,17629,10770,4825,21950,13839,9562,4387,10387,5897,3285,1706,5391,2497,1701,890,
管理费用(万元),18806,8528,37770,28216,18077,10696,46039,32241,19941,10410,38370,24627,16021,6810,35051,20760,13595,7053,30267,19816,13312,5754,26995,16746,10943,5483,25473,15380,9349,4436,23691,14778,10455,5626,19972,13671,8397,3811,16762,9720,5659,3161,16885,4803,3379,1637,9210,3441,2232,1619,
财务费用(万元),10747,3263,10012,5071,2736,1320,5457,3870,2465,1321,3190,2445,2307,1231,3195,2723,1358,831,4596,3791,2972,1492,3855,3595,2286,994,3310,2275,1245,349,1392,1005,884,348,828,858,396,269,2371,2847,2398,1126,3399,3273,2116,938,6217,6840,4586,2175,
