报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),424974,1322938,1018522,661469,333139,1120932,843741,572200,302833,800073,546031,348646,166688,533899,--,247576,120593,402256,299267,303111,220869,
营业收入(万元),424974,1322938,1018522,661469,333139,1120932,843741,572200,302833,800073,546031,348646,166688,533899,--,247576,120593,402256,299267,303111,220869,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),362283,1169190,890580,561335,278335,969237,708307,470828,243452,655784,427380,270417,127170,440199,--,196465,95771,333958,--,256717,182157,
营业成本(万元),287193,898340,698883,443525,222488,753789,569431,380987,198430,523608,357015,228817,108935,350918,--,163690,79827,262327,--,199989,140232,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),15030,44330,33431,21890,11337,38926,28796,20130,10883,34848,25641,16114,7905,25695,--,12263,6100,25726,--,22507,16522,
销售费用(万元),27290,95705,59842,41638,16837,69270,36158,26081,9947,37655,21370,13297,5920,28575,--,9518,4591,20151,--,14631,11082,
管理费用(万元),24889,106016,81347,44747,24930,88916,60986,34404,21078,52533,25845,14483,5026,33804,--,11072,5083,25700,--,19083,14084,
财务费用(万元),8060,22908,16210,8612,2519,19137,12087,8556,3409,5969,-3111,-2582,-841,-1478,--,-491,-87,-519,--,342,195,
资产减值损失(万元),-178,1891,868,923,225,-801,849,670,-295,1171,621,288,226,2686,--,413,258,573,--,166,42,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),383,14474,13040,1705,895,3667,1970,1140,247,443,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),383,1479,871,696,436,1504,877,658,247,443,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),64867,187182,140982,101840,55699,155363,137404,102511,59628,144732,118652,78229,39517,93700,--,51111,24823,68297,62019,46394,38713,
营业外收入(万元),792,2606,11789,6041,2973,26095,13276,3089,1184,12970,5471,4967,4307,14072,--,3755,3097,12240,--,7874,3063,
营业外支出(万元),114,2122,537,315,112,960,455,278,69,1560,763,471,71,2032,--,254,42,1623,--,1715,155,
非流动资产处置损失(万元),--,--,396,265,48,767,141,141,9,1475,424,382,28,1982,--,240,38,1569,--,1583,118,
利润总额(万元),65545,187667,152234,107565,58560,180498,150224,105322,60743,156142,123360,82725,43753,105740,--,54613,27878,78915,65234,52553,41620,
所得税费用(万元),11433,36115,25959,18855,11140,43710,35464,24774,14365,37344,29369,19776,9875,25484,--,12766,6556,18436,--,13540,10879,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),54111,151552,126275,88710,47420,136788,114760,80548,46379,118798,93991,62950,33878,80256,--,41847,21322,60479,48851,39012,30742,
归属于母公司所有者的净利润(万元),54061,151568,126421,88727,47391,136645,114623,80472,46342,118583,93824,62845,33810,80095,67607,41759,21270,60253,48702,38827,30525,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),51,-15,-145,-17,29,144,137,76,37,215,166,105,68,161,--,88,52,226,--,185,217,
基本每股收益,0.46,1.29,1.08,0.76,0.4,1.16,0.98,0.69,0.39,1.07,0.85,1.14,0.6,1.6,--,0.84,0.43,1.21,--,0.78,0.61,
稀释每股收益,0.46,1.29,1.08,0.76,0.4,1.16,0.98,0.69,0.39,1.07,0.85,1.14,0.6,1.6,--,0.84,0.43,1.21,--,0.78,0.61,
