报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),50629,32360,65435,46044,51184,22822,48853,42008,36413,
营业收入(万元),50629,32360,65435,46044,51184,22822,48853,42008,36413,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),46335,29634,57453,40692,47543,21475,45761,39832,34224,
营业成本(万元),34439,21679,43924,30833,36475,16241,36540,31243,26364,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),697,462,770,390,447,290,287,313,345,
销售费用(万元),2722,1873,4080,2895,3433,1549,2738,2245,2143,
管理费用(万元),6334,4115,8826,6388,6833,3167,5138,4726,4562,
财务费用(万元),1302,730,-386,251,0,268,960,1240,646,
资产减值损失(万元),841,776,238,-65,355,-40,97,64,164,
公允价值变动收益(万元),--,--,--,117,-9,242,-604,444,-25,
投资收益(万元),--,--,-106,-229,-73,18,102,489,83,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),4294,2726,7876,5241,3560,1608,2591,3109,2248,
营业外收入(万元),770,250,984,566,838,235,671,658,435,
营业外支出(万元),52,48,89,121,90,37,81,37,68,
非流动资产处置损失(万元),9,7,50,24,60,9,37,8,6,
利润总额(万元),5011,2928,8772,5686,4308,1805,3181,3730,2615,
所得税费用(万元),1086,535,1313,995,674,352,397,437,278,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),3925,2393,7459,4691,3634,1453,2784,3293,2337,
归属于母公司所有者的净利润(万元),3953,2411,7558,4765,3632,1455,2785,3293,2337,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-28,-18,-99,-74,2,-2,-1,-0,--,
基本每股收益,0.66,0.4,1.26,0.79,0.61,0.24,0.46,--,--,
稀释每股收益,0.66,0.4,1.26,0.79,0.61,0.24,0.46,--,--,
