报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),78484,44196,15861,84366,64869,34792,13233,80860,58364,69940,30944,55063,65007,44825,
营业收入(万元),78484,44196,15861,84366,64869,34792,13233,80860,58364,69940,30944,55063,65007,44825,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),71253,39776,14795,76179,58336,31359,12081,74203,53811,63388,27976,50174,59427,41658,
营业成本(万元),60791,33453,12340,65713,50117,26500,10363,64889,46311,55446,24191,42861,53166,36819,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),301,195,64,186,18,15,5,21,12,19,11,13,12,3,
销售费用(万元),2701,1641,600,2740,1678,1060,312,2226,1443,1995,816,1494,1696,915,
管理费用(万元),5410,3526,1418,5603,4172,2622,842,4869,3587,4612,2085,4505,3877,3245,
财务费用(万元),675,381,168,1754,1390,928,343,1920,1493,1103,580,989,852,440,
资产减值损失(万元),1375,581,205,183,960,233,217,279,964,212,292,312,-175,237,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),193,191,-0,225,39,-21,-35,-184,-177,39,34,64,3,-5,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7423,4611,1066,8412,6572,3412,1117,6473,4376,6590,3002,4952,5583,3162,
营业外收入(万元),950,861,332,922,842,728,34,1202,1033,431,247,580,63,93,
营业外支出(万元),98,46,5,35,32,2,2,5,5,26,12,17,200,97,
非流动资产处置损失(万元),1,1,1,1,0,0,--,2,2,2,0,6,38,--,
利润总额(万元),8275,5427,1393,9300,7382,4139,1150,7671,5404,6996,3237,5515,5446,3157,
所得税费用(万元),1243,797,220,1293,1052,597,212,1084,821,1066,568,797,827,502,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7032,4630,1173,8007,6330,3542,938,6586,4583,5929,2669,4718,4619,2655,
归属于母公司所有者的净利润(万元),7049,4648,1186,8029,6340,3550,940,6605,4592,5954,2693,4732,4157,2373,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-17,-18,-13,-22,-11,-8,-2,-18,-10,-25,-24,-13,461,283,
基本每股收益,0.24,0.16,0.06,0.5,0.4,0.22,0.06,0.42,0.29,0.37,0.17,0.31,0.34,--,
稀释每股收益,--,--,--,--,0.4,--,--,0.42,0.29,--,0.17,--,0.34,--,
