报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),10145,55761,36556,24667,10448,22325,16189,9822,4689,18441,13259,8414,4233,20897,14323,9271,3922,19688,13234,7963,3540,18207,13506,9259,4632,20563,14514,13943,7021,5278,
营业收入(万元),10145,55761,36556,24667,10448,22325,16189,9822,4689,18441,13259,8414,4233,20897,14323,9271,3922,19688,13234,7963,3540,18207,13506,9259,4632,20563,14514,13943,7021,5278,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8776,54437,28106,18560,8305,14091,10427,5954,3545,14476,10440,6425,3538,13079,8945,5390,3046,11288,7326,4008,2612,11084,8025,5415,2687,11905,8522,8554,5397,3959,
营业成本(万元),3932,22290,14102,9767,3903,7813,5387,3213,1492,6626,4347,2713,1555,7079,4506,3000,1288,6333,4173,2435,1126,5728,4139,2870,1487,6521,4644,4813,3132,2416,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),137,877,516,373,109,449,229,139,70,259,169,102,52,285,178,120,52,266,176,112,54,284,200,147,72,267,178,158,81,61,
销售费用(万元),1396,6770,4759,3162,1521,2411,1588,1104,523,2921,1797,1244,655,2579,1619,1045,500,1984,1424,948,437,1552,1034,704,291,1493,1078,1022,498,280,
管理费用(万元),3629,12767,9691,6144,3189,6362,5712,3695,1923,6389,5736,3886,1872,5766,4924,3256,1533,5432,3741,2398,1224,4184,3038,1964,926,3755,2699,2792,1869,1493,
财务费用(万元),-318,-903,-1280,-1169,-411,-2896,-2445,-2148,-472,-1761,-1583,-1493,-600,-2653,-2300,-2055,-327,-2742,-2194,-1891,-229,-689,-385,-290,-89,-145,-89,-210,-199,-247,
资产减值损失(万元),-0,12635,319,283,-6,-47,-44,-48,10,42,-27,-26,5,24,17,23,--,15,6,6,--,26,--,19,--,13,13,-21,16,-44,
公允价值变动收益(万元),--,1517,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,-8,344,-357,
投资收益(万元),-63,10279,716,205,36,499,161,105,42,1058,841,686,--,564,437,437,177,203,194,113,67,--,--,--,--,--,--,11,101,5,
对联营企业和合营企业的投资收益(万元),-83,285,198,-149,--,372,76,--,--,363,--,--,--,-5,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2098,16326,10727,7483,2180,8733,5923,3972,1187,5022,3660,2675,696,8382,5815,4318,1054,8603,6102,4068,995,7123,5480,3844,1945,8658,5992,5392,2068,967,
营业外收入(万元),15,118,1057,484,758,1169,856,554,337,1346,785,520,358,1735,836,506,320,1395,811,489,248,1454,746,559,278,2494,1187,877,883,326,
营业外支出(万元),2,23,50,34,3,15,0,9,10,26,20,14,7,27,16,10,4,15,15,9,4,16,21,10,5,14,17,11,17,3,
非流动资产处置损失(万元),--,--,8,8,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,--,--,--,--,0,--,
利润总额(万元),2111,16422,11733,7933,2935,9887,6779,4517,1514,6342,4425,3180,1046,10091,6635,4813,1369,9983,6898,4547,1240,8561,6206,4393,2218,11139,7163,6258,2934,1290,
所得税费用(万元),281,3097,1389,1088,475,1149,689,637,225,759,567,411,84,1056,539,402,95,983,859,592,150,1313,859,684,285,1466,1592,815,434,124,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1830,13325,10345,6845,2460,8738,6089,3880,1289,5583,3858,2770,962,9035,6096,4411,1275,9000,6039,3956,1089,7248,5346,3709,1933,9672,5570,5443,2500,1165,
归属于母公司所有者的净利润(万元),1911,12835,10309,6813,2452,8714,6071,3870,1284,5574,3858,2770,962,9035,6096,4411,1275,9000,6039,3956,1089,7248,5346,3709,1933,9672,5570,5443,2500,1165,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,-82,-370,-89,
少数股东损益(万元),-81,490,35,32,8,24,18,10,5,9,-0,-0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
基本每股收益,0.07,0.45,0.36,0.24,0.09,0.36,0.25,0.16,0.05,0.23,0.16,0.12,0.08,0.75,0.51,0.37,0.11,0.75,0.5,0.33,0.09,0.66,0.5,0.71,0.43,2.15,1.24,1.37,0.78,0.36,
稀释每股收益,0.07,0.45,0.36,0.24,0.09,0.36,0.25,0.16,0.05,0.23,0.16,0.11,0.08,0.75,0.51,0.37,0.11,0.75,0.5,0.33,0.09,0.66,0.5,0.71,0.43,2.15,1.24,1.37,0.78,0.36,
