报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),1036891,3760066,2707174,1695821,850602,2417386,1767851,1087529,480093,2225189,1732445,1186726,625654,2788548,2058741,1331497,648581,2682251,2093389,1449907,741485,3203205,2504432,1784971,908259,3856515,3003918,1917279,937107,3005499,1983944,1313648,627677,2330373,1724995,1109800,546325,2835437,2318075,1491318,666174,2200465,1609089,1025883,507692,1595165,1108316,694411,310186,
营业收入(万元),1036891,3760066,2707174,1695821,850602,2417386,1767851,1087529,480093,2225189,1732445,1186726,625654,2788548,2058741,1331497,648581,2682251,2093389,1449907,741485,3203205,2504432,1784971,908259,3856515,3003918,1917279,937107,3005499,1983944,1313648,627677,2330373,1724995,1109800,546325,2835437,2318075,1491318,666174,2200465,1609089,1025883,507692,1595165,1108316,694411,310186,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),897151,3418913,2493448,1574430,798278,2401945,1753298,1071526,482014,2428796,1792253,1189287,619819,2772872,2046999,1326406,644704,2810902,2158490,1493771,776714,3340197,2587542,1788215,906133,3862470,2945318,1868754,914134,2909110,1968163,1299511,621727,2316725,1715798,1104220,544893,2823808,2235724,1424390,639187,2067642,1497235,954230,472665,1540576,1071732,675823,306920,
营业成本(万元),831258,3145615,2311680,1456008,742485,2171371,1582720,962064,425594,2160272,1608449,1067418,561059,2526701,1857412,1207043,582702,2541072,1954181,1338129,674930,3081533,2394230,1675890,849806,3624282,2772733,1755552,860278,2724663,1918718,1262068,605763,2250549,1671200,1077683,556292,2710524,2169239,1388746,624116,2013389,1450138,921058,456127,1485771,1037191,654297,299552,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),8334,27653,18156,11427,3760,17424,7924,4894,2705,8935,7236,3624,1745,9805,5616,3565,1728,8563,6369,3946,2094,12896,9019,5870,3011,10273,8393,5745,3201,8495,2701,2095,551,6419,5477,3072,1110,9306,8713,6672,4278,10049,9332,6257,3349,7343,5517,3758,569,
销售费用(万元),13379,50764,41400,24804,12307,42544,33169,20714,10956,51413,40858,26326,11962,49119,36061,20543,9917,36605,25162,16899,10843,42051,32240,20323,9785,39825,30822,20574,9313,29374,9951,7324,2950,12778,10087,7117,3274,17286,12733,9889,4384,13422,10344,7432,3575,10737,7540,4074,1568,
管理费用(万元),27726,103072,68921,44162,19973,87261,72053,45406,20178,100194,72563,45101,21266,90230,70470,41903,19226,88020,59649,43799,21717,84500,57859,35503,14813,83819,63220,40332,20123,76765,20011,12237,6251,27304,16995,9885,5486,20954,17686,11494,4093,10187,12996,7856,3803,20082,11080,6987,3670,
财务费用(万元),12124,54903,43596,33238,15504,68992,53105,34327,18052,70919,53537,39771,21329,86303,69429,47969,27974,85617,68796,44189,22021,95705,68434,43340,19580,81339,62533,40425,19976,62307,11509,8068,3366,12804,9628,6633,3893,22309,15946,10268,4732,19955,15061,10383,5009,17844,12933,8337,3566,
资产减值损失(万元),4330,36904,9694,4792,4248,14353,4327,4121,4529,37064,9611,7047,2458,10713,8010,5383,3157,51024,44333,46809,45109,23511,25760,7288,9139,22933,7616,6125,1243,7507,5273,7720,2846,6872,2412,-170,-25161,43431,11407,-2679,-2416,639,-634,1243,802,-1200,-2528,-1630,-2005,
公允价值变动收益(万元),-2743,3526,9625,3303,8959,12142,1686,-2971,-5449,-2866,-6847,-763,-1717,-34152,-7345,-5749,-3021,-7987,22568,13099,32776,36423,-3157,2640,7036,8890,1047,1762,1672,-4355,--,--,0,0,--,--,--,0,--,--,--,--,13,--,0,--,--,--,0,
投资收益(万元),1385,6843,2669,3751,2015,12328,6187,1180,407,-5378,-1362,-2037,-1086,47621,11792,8620,199,21934,21128,4756,29,8751,10617,3995,-876,-2558,-760,2472,-257,1315,4,--,0,57,57,--,--,2,2,2,--,438,290,50,0,--,--,--,0,
对联营企业和合营企业的投资收益(万元),821,-6458,-7048,-3348,79,506,-37,-348,-326,-862,-563,-363,34,997,810,730,196,1364,717,411,6,1328,828,661,277,3637,2675,1628,0,381,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
汇兑收益(万元),1066,6272,2503,1713,388,-8961,-5805,-4482,196,-14420,-7065,533,189,-5385,-7028,-7682,-4139,11487,7858,6500,989,-1585,-3534,-2232,-278,25977,21352,10209,3647,12389,--,--,0,7,6,--,--,887,--,--,--,1215,--,--,0,972,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),143230,373824,228523,130157,63687,30951,16621,9731,-6766,-226271,-75081,-4827,3221,23761,9161,280,-3083,-103217,-13547,-19509,-1435,-93403,-79184,1159,8008,26353,80238,62969,28035,105737,15786,14136,5951,13712,9260,5580,1432,12518,82353,66929,26987,134477,112158,71703,35028,55561,36583,18588,3266,
营业外收入(万元),103,836,12537,11416,7319,15773,12879,10497,8224,18858,13199,11287,7701,14756,11727,9925,5287,11871,6785,6047,3570,10452,4553,3234,2493,4158,4528,4123,2863,6368,462,444,422,1935,2128,1551,594,2903,1861,1800,62,1335,275,129,36,642,28,28,28,
营业外支出(万元),251,13099,1238,535,127,1556,1466,1601,580,1448,1008,752,831,996,732,453,240,1191,883,603,123,1879,724,454,211,2408,1008,735,329,3975,282,188,28,313,195,946,397,891,531,387,74,2121,1840,717,483,337,73,5,-3,
非流动资产处置损失(万元),--,--,900,345,44,1172,678,607,443,759,218,235,704,99,6,6,--,42,31,31,3,607,24,12,0,52,44,38,0,3223,--,--,0,29,10,--,--,180,--,--,--,--,--,--,0,--,--,--,0,
利润总额(万元),143082,361560,239822,141037,70879,45167,28033,18627,878,-208861,-62890,5708,10091,37521,20157,9752,1964,-92537,-7645,-14065,2012,-84829,-75355,3939,10290,28103,83759,66357,30569,108130,15966,14393,6345,15333,11193,6185,1629,14530,83683,68343,26976,133692,110593,71115,34581,55866,36538,18611,3297,
所得税费用(万元),18930,21492,29878,18046,15815,9678,5301,4110,-202,34391,-15474,2214,2615,8293,-124,-1928,302,-30679,-4900,-6334,542,-28657,-24502,-3568,2192,-4463,10130,7707,3454,16328,4562,4399,1561,1500,293,629,391,2210,19037,15517,6513,30606,36662,23215,11039,16809,10926,6120,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),124152,340069,209944,122992,55064,35488,22732,14516,1080,-243253,-47416,3493,7476,29228,20281,11680,1662,-61858,-2746,-7732,1469,-56172,-50853,7506,8098,32567,73629,58650,27115,91802,11404,9993,4785,13834,10900,5556,1237,12320,64646,52825,20463,103085,73931,47900,23542,39057,25612,12491,3297,
归属于母公司所有者的净利润(万元),100788,320035,204665,120816,54889,35374,22762,14556,1113,-243243,-47431,3484,7461,29193,20240,11660,1658,-61845,-2752,-7736,1468,-56133,-50860,7495,8088,32535,73588,58613,27099,91870,11404,9993,4785,13834,10900,5556,1237,12320,64646,52825,20463,103085,73931,47900,23542,39057,25612,12491,3297,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2105,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),23364,20034,5279,2176,175,115,-30,-39,-33,-10,15,10,15,35,41,20,4,-13,6,4,2,-39,7,11,11,32,41,38,16,-68,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,
基本每股收益,0.23,0.79,0.46,0.3,0.14,0.09,0.06,0.04,0,-0.63,-0.12,0.01,0.02,0.08,0.05,0.03,0,-0.16,-0.01,-0.02,0,-0.14,-0.13,0.02,0.02,0.08,0.19,0.15,0.07,0.24,0.07,0.06,0.03,0.08,0.06,0.03,0.01,0.07,0.38,0.31,0.22,1.1,0.79,0.51,0.25,0.42,0.27,0.13,0.04,
稀释每股收益,0.23,0.78,0.46,0.3,0.14,0.09,0.06,0.04,0,-0.63,-0.12,0.01,0.02,0.08,0.05,0.03,0,-0.16,-0.01,-0.02,0,-0.14,-0.13,0.02,0.02,0.08,0.19,0.15,0.07,0.24,0.07,0.06,0.03,0.08,0.06,0.03,0.01,0.07,0.38,0.31,0.22,1.1,0.79,0.51,0.25,0.42,0.27,0.13,0.04,
