报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),80830,395237,281717,170113,70365,280346,187301,99625,36970,152260,108833,65348,25647,97010,63455,33951,13118,58561,42677,25376,13022,53416,36577,22475,9445,51215,34526,20770,34993,25461,18411,
营业收入(万元),80830,395237,281717,170113,70365,280346,187301,99625,36970,152260,108833,65348,25647,97010,63455,33951,13118,58561,42677,25376,13022,53416,36577,22475,9445,51215,34526,20770,34993,25461,18411,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),78974,417783,244243,150441,62797,236014,159049,84968,31362,127596,90640,54847,22396,81264,54684,30222,12588,57191,40763,24464,12482,49365,338254,20876,9175,45332,30770,18639,30496,21419,15315,
营业成本(万元),57599,270915,191465,117497,47089,179129,121992,64052,22663,93822,68088,41133,16637,64427,43300,23640,10150,44262,32730,19629,10043,40444,27203,16721,7083,37653,25384,15112,24835,17922,13070,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),391,2787,1645,1005,456,2326,1265,673,291,1365,987,555,279,1010,554,298,117,334,201,114,54,358,526,175,42,107,40,24,98,28,59,
销售费用(万元),7810,31269,22348,15090,7959,27694,17706,10284,4495,17707,12259,7867,3358,7784,5417,3101,1107,4757,3356,2015,972,3644,2740,1702,790,2626,1919,1220,2417,1493,731,
管理费用(万元),9442,31394,23345,14895,7251,22184,15782,9372,3908,14299,9801,6090,2616,8358,5674,3479,1436,6843,4765,2937,1370,5299,3660,2352,1206,4464,3195,1952,2760,1855,1216,
财务费用(万元),3108,4997,2049,612,323,1831,1934,542,155,-1442,-1117,-625,-181,-528,-237,-171,-12,-377,-307,-249,8,-954,-441,-108,-4,166,176,87,-31,-21,83,
资产减值损失(万元),624,76421,3390,1342,-281,2851,371,44,-150,1845,621,-172,-313,213,-25,-126,-210,1372,19,19,35,573,128,34,57,315,56,246,417,143,156,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),-207,1114,480,358,--,899,618,369,24,665,350,93,--,34,6,5,--,--,--,--,--,-27,-9,0,-16,-44,-13,-17,20,-35,39,
对联营企业和合营企业的投资收益(万元),--,948,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-66,--,0,--,-44,--,--,0,0,0,
汇兑收益(万元),--,--,16,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
