报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),43940,57465,16428,24,18,687,157,14,0,692,599,589,488,7750,6535,4900,2737,22002,17116,11184,7328,29616,18096,26991,11723,55324,39535,23221,43359,32765,22824,
营业收入(万元),43940,57465,16428,24,18,687,157,14,0,692,599,589,488,7750,6535,4900,2737,22002,17116,11184,7328,29616,18061,26976,11710,55324,39535,23221,43359,32765,22824,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),43289,55795,17206,999,455,1392,1320,874,533,10655,2540,1928,1383,11901,9689,6589,3473,40974,21129,13476,8120,30352,18197,24434,10871,49319,34496,20110,37946,28565,19559,
营业成本(万元),40586,49445,14421,14,5,492,55,15,3,512,474,474,435,7672,6632,5182,2958,22113,16552,10750,6895,25350,14647,21596,9262,42895,30455,17884,32985,24685,17625,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
