报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),1985,13420,8337,5054,1270,12949,8288,5076,1703,12981,8099,4889,1401,11419,7014,4584,1344,9123,5521,3252,929,8686,5261,2968,886,10028,5713,3331,9523,7215,4347,
营业收入(万元),1985,13420,8337,5054,1270,12949,8288,5076,1703,12981,8099,4889,1401,11419,7014,4584,1344,9123,5521,3252,929,8686,5261,2968,886,10028,5713,3331,9523,7215,4347,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),2458,12250,8482,5243,1992,12790,8386,5186,2216,13318,8327,4956,1821,10898,7210,4637,1809,9026,5702,3347,1422,7695,4960,2889,1162,7192,4485,2707,6254,4732,3325,
营业成本(万元),768,5272,3493,2104,478,5331,3503,2125,680,5563,3452,2037,595,4818,3070,1997,549,3756,2200,1278,352,3194,2016,1084,293,3176,1868,1112,2948,2223,1455,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),403,1661,1251,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),51,321,174,145,16,290,153,100,20,264,102,56,16,151,87,59,17,134,75,44,13,137,72,43,14,165,88,50,153,120,80,
销售费用(万元),570,2465,1626,860,435,2272,1630,919,437,2033,1298,769,316,1430,1039,674,317,1460,990,583,309,1478,965,575,244,1147,708,444,962,814,435,
管理费用(万元),686,2429,1977,2162,1097,4865,3040,2037,1120,5353,3459,2119,958,4583,3182,1945,938,3867,2593,1619,809,3350,2307,1523,686,2514,1717,1048,2004,1458,1201,
财务费用(万元),-21,-62,-51,-22,-9,-267,-225,-13,-11,-105,-71,-72,-40,-278,-241,-68,-27,-279,-230,-184,-72,-478,-421,-304,-21,84,91,42,72,50,117,
资产减值损失(万元),-0,164,12,-7,-25,297,286,17,-29,209,86,47,-24,195,72,31,15,87,74,7,11,14,20,-34,-54,105,13,11,115,67,36,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,104,80,55,29,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,14,8,5,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-318,2072,157,11,-548,757,150,25,-514,-337,-228,-66,-420,521,-196,-53,-465,97,-181,-95,-492,1016,315,88,-271,2836,1229,624,3269,2483,1023,
营业外收入(万元),85,7,122,88,60,1,99,92,97,754,470,327,232,561,469,308,227,661,490,480,245,895,582,470,25,910,557,307,420,105,121,
营业外支出(万元),0,55,1,1,5,48,71,69,12,80,62,36,11,75,56,0,0,6,4,4,0,39,19,19,15,21,15,15,15,2,3,
非流动资产处置损失(万元),--,--,--,--,--,--,46,46,1,11,11,1,1,52,52,0,--,0,0,0,--,--,2,2,--,--,--,--,--,0,2,
利润总额(万元),-233,2024,277,98,-494,710,177,48,-429,338,180,225,-199,1006,217,254,-238,752,305,381,-247,1872,877,539,-261,3726,1771,915,3674,2586,1140,
所得税费用(万元),3,261,29,-4,-82,253,40,27,-1,140,66,74,-0,189,70,62,-0,10,19,24,-2,183,64,47,10,473,194,113,493,381,163,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-235,1762,248,102,-412,457,138,20,-429,198,114,150,-198,817,147,193,-238,742,286,357,-245,1690,813,492,-271,3253,1576,802,3180,2205,978,
归属于母公司所有者的净利润(万元),-235,1762,248,102,-412,457,138,20,-429,198,114,150,-198,817,147,193,-238,742,286,357,-245,1690,813,492,-282,3251,1575,801,3179,2206,981,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,2,1,1,1,-1,-3,
基本每股收益,-0.02,0.13,0.02,0.01,-0.03,0.03,0.01,0,-0.03,0.01,0.01,0.01,-0.01,0.06,0.01,0.01,-0.03,0.09,0.03,0.04,-0.04,0.25,0.12,0.07,-0.06,0.9,0.47,0.24,0.96,0.69,0.33,
稀释每股收益,-0.02,0.13,0.02,0.01,-0.03,0.03,0.01,0,-0.03,0.01,0.01,0.01,-0.01,0.06,0.01,0.01,-0.03,0.09,0.03,0.04,-0.04,0.25,0.12,0.07,-0.06,0.9,0.47,0.24,0.96,0.69,0.33,
