报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),19205,13028,22782,15714,23954,21429,21632,
营业收入(万元),19205,13028,22782,15714,23954,21429,21632,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),15874,10822,18188,12456,19076,17779,17998,
营业成本(万元),13374,9046,14861,10085,15108,14154,14474,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),193,169,194,98,209,170,166,
销售费用(万元),812,567,1095,740,1257,1010,994,
管理费用(万元),1270,862,2001,1521,2248,2091,1883,
财务费用(万元),184,127,-76,-26,29,263,318,
资产减值损失(万元),41,51,113,37,224,92,163,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),4,4,4,4,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),3335,2210,4598,3263,4878,3650,3635,
营业外收入(万元),537,518,306,188,44,311,73,
营业外支出(万元),0,0,5,3,6,228,37,
非流动资产处置损失(万元),--,--,--,--,--,3,--,
利润总额(万元),3872,2728,4899,3448,4916,3732,3671,
所得税费用(万元),584,392,680,503,688,565,543,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),3288,2335,4219,2945,4228,3168,3127,
归属于母公司所有者的净利润(万元),3288,2335,4219,2945,4228,3168,3127,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.68,0.49,0.88,0.61,0.88,0.66,0.65,
稀释每股收益,--,0.49,0.88,--,0.88,0.66,0.65,
