报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),24495657,17296958,11067836,4962034,18792776,13188226,8374587,3737727,14858533,10386294,6871476,3184307,13554763,9356952,6303741,2944774,10892530,7967455,5115207,2286910,10529223,8014275,5553258,2720085,9835716,7243147,4719107,2264102,9388858,6762550,4423116,2058310,7550474,5430152,3605469,1671198,5830015,4157394,2733386,1265822,4989671,3910160,2591930,1263835,4015237,2804334,1898309,894930,2616125,1848859,1182177,527378,
营业收入(万元),24495657,17296958,11067836,4962034,18792776,13188226,8374587,3737727,14858533,10386294,6871476,3184307,13554763,9356952,6303741,2944774,10892530,7965834,5115207,2286910,10529223,8014066,5553127,2720085,9835716,7243147,4719107,2264102,9388858,6762550,4423116,2058310,7550474,5430152,3605469,1671198,5830015,4157394,2733386,1265822,4989671,3910160,2591930,1263835,4015237,2804334,1898309,894930,2616125,1848859,1182177,527378,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1621,--,--,--,208,131,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,--,0,--,--,--,
营业总成本(万元),24593427,17378186,11090570,4964352,18848013,13233091,8416332,3747426,14999501,10510238,6959203,3230410,13780550,9502631,6409706,3001121,11034505,8105379,5217907,2344531,10522523,7965968,5473458,2665722,9535224,6952623,4501315,2143415,8759669,6310512,4080475,1903598,7008342,5055648,3342021,1551483,5442117,3892529,2563146,1204089,4693234,3676308,2441170,1205013,3790231,2664910,1812064,875900,2501409,1780477,1141807,521539,
营业成本(万元),20821661,14754587,9470744,4149747,16143179,11353772,7205590,3136860,12724754,8884111,5875532,2677700,11598118,7878089,5339819,2473180,9228457,6768557,4356687,1930267,8927906,6810730,4706551,2280495,8088465,5908333,3836578,1831192,7610466,5497994,3598497,1686375,6204071,4491591,2990532,1393927,4818579,3443611,2269390,1055772,4133476,3271935,2181936,1083608,3434674,2400353,1640848,794572,2226881,1575494,1012226,459644,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,0,0,--,--,--,
