报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),83342,325208,231396,157862,76825,227902,137841,101826,52453,196902,140201,101690,52258,191965,133876,99511,55297,240592,--,122908,65232,285543,264893,153500,60483,
营业收入(万元),83342,325208,231396,157862,76825,227902,137841,101826,52453,196902,140201,101690,52258,191965,133876,99511,55297,240592,--,122908,65232,285543,264893,153500,60483,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),71713,307190,209033,139563,65515,189681,114951,80970,41493,159528,115596,80458,42099,154852,111975,79982,46406,188346,--,100166,53529,225554,217207,128124,52650,
营业成本(万元),52973,213166,142560,97347,47305,135414,79922,58186,29996,107901,77705,54848,28960,113216,78565,59222,33944,142824,--,73743,39636,169323,162504,104657,44130,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),771,3294,2309,1556,694,2423,1061,877,468,1731,1129,906,397,1521,981,753,396,2144,--,959,675,2143,1974,133,--,
销售费用(万元),10675,38513,28610,19154,8088,20348,7789,4510,3433,20300,14745,8804,3356,19331,15027,10451,6218,23534,--,15083,7883,36288,39377,16951,5293,
管理费用(万元),5154,23944,17110,10341,5070,15722,11522,7327,3532,15019,10838,7333,3199,14499,11290,7495,3763,12193,--,6214,2840,11980,10201,4882,2352,
财务费用(万元),6592,22757,16732,11145,4098,15143,9030,5914,3189,9624,7342,4729,2704,5118,4011,2894,1287,4610,--,2178,1183,4534,2910,1464,705,
资产减值损失(万元),-4453,5515,1711,20,260,630,5627,4157,875,4955,3838,3838,3482,1167,2102,-833,798,3040,--,1988,1312,1287,241,36,170,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
投资收益(万元),1144,2366,1328,1493,1367,128,511,231,--,369,134,134,134,52,--,0,--,--,--,--,--,--,--,--,3,
对联营企业和合营企业的投资收益(万元),-102,-1112,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13040,25502,23692,19793,12678,38350,23401,21087,10960,37743,24739,21366,10293,37165,21901,19529,8891,52247,--,22742,11704,59988,47686,25376,7836,
营业外收入(万元),21,1478,2024,1476,226,5183,528,56,9,7198,2753,2010,2,4666,3787,2740,1013,5317,--,1093,36,2775,1477,303,32,
营业外支出(万元),80,665,571,39,18,198,148,107,17,326,200,133,83,67,36,27,19,852,--,612,230,72,266,51,1,
非流动资产处置损失(万元),--,--,49,21,3,52,40,24,0,220,122,121,83,50,20,19,19,254,--,191,190,41,101,10,--,
利润总额(万元),12982,26316,25145,21230,12886,43335,23781,21035,10952,44615,27291,23243,10212,41764,25651,22242,9885,56711,--,23223,11510,62691,48897,25627,7867,
所得税费用(万元),2840,7540,6998,5416,3346,10735,5998,5331,2738,11431,6839,5814,2553,10540,6503,5849,2272,14362,--,5826,2860,9894,8113,3389,-62,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10142,18776,18147,15814,9541,32600,17784,15704,8214,33184,20452,17430,7659,31224,19148,16393,7613,42349,--,17398,8651,52797,40784,22238,7929,
归属于母公司所有者的净利润(万元),8520,15731,14790,12994,8337,29266,17808,15704,8214,33184,20452,17430,7659,31224,19148,16393,7613,42349,24887,17398,8651,52797,40784,22238,7929,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1621,3045,3357,2820,1204,3334,-24,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
基本每股收益,0.14,0.25,0.24,0.21,0.13,0.48,0.29,0.26,0.13,0.54,0.33,0.28,0.12,0.51,0.32,0.27,0.12,0.81,--,0.33,0.16,1.01,0.78,--,--,
稀释每股收益,0.14,0.25,0.24,0.21,0.13,0.48,0.29,0.26,0.13,0.54,0.33,0.28,0.12,0.51,0.32,0.27,0.12,0.81,--,0.33,0.16,1.01,0.78,--,--,
