报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),11947,40387,29050,18547,8266,31777,23038,15210,7647,31185,23738,16133,7862,32220,23712,15905,30474,28044,22040,
营业收入(万元),11947,40387,29050,18547,8266,31777,23038,15210,7647,31185,23738,16133,7862,32220,23712,15905,30474,28044,22040,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),11227,36025,25775,16529,7581,27492,19901,13237,6748,25957,19935,13542,6861,27013,19965,13443,25122,23001,18213,
营业成本(万元),8485,27914,20035,12832,5780,21167,15305,10145,5075,20343,15521,10499,5120,21680,15976,10812,19931,17884,14947,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),154,401,249,183,88,298,145,102,58,226,173,128,62,246,164,115,210,205,141,
销售费用(万元),1278,4290,3029,1861,873,3401,2368,1542,868,2765,2021,1238,767,2322,1652,997,2045,2196,1132,
管理费用(万元),1205,3313,2242,1533,732,2736,1969,1395,660,2656,2009,1414,706,2299,1714,1223,2324,2269,1610,
财务费用(万元),-6,41,28,10,2,-79,-48,-44,-22,-30,99,131,57,471,350,232,438,352,444,
资产减值损失(万元),111,66,191,109,106,-31,163,97,109,-2,112,131,148,-5,109,64,174,94,-62,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),22,303,278,169,20,66,26,14,7,1,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,0,--,--,--,-1,--,--,--,-1,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),819,4905,3554,2187,705,4352,3164,1987,905,5229,3804,2592,1001,5207,3747,2462,5352,5044,3827,
营业外收入(万元),10,78,194,165,71,325,316,224,189,865,370,189,148,568,244,198,395,600,263,
营业外支出(万元),0,35,33,32,0,459,-124,1,1,56,11,9,9,131,103,19,57,54,13,
非流动资产处置损失(万元),--,--,0,--,0,347,0,--,0,15,--,--,0,18,--,--,15,0,--,
利润总额(万元),829,4948,3715,2320,776,4218,3604,2211,1094,6038,4163,2771,1139,5644,3888,2641,5690,5589,4077,
所得税费用(万元),171,711,530,313,119,557,507,298,165,850,591,382,171,782,566,382,826,820,575,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),658,4236,3185,2007,656,3661,3097,1913,929,5188,3572,2389,968,4862,3322,2259,4864,4770,3503,
归属于母公司所有者的净利润(万元),666,4239,3185,2007,656,3661,3097,1913,929,5188,3572,2389,968,4862,3322,2259,4864,4770,3503,
被合并方在合并前实现净利润(万元),--,-383,--,-61,--,-102,--,-13,--,0,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-8,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.04,0.27,0.2,0.13,0.04,0.23,0.2,0.12,0.12,0.73,0.54,0.38,0.16,0.82,0.6,0.38,0.82,0.8,0.62,
稀释每股收益,0.04,0.27,0.2,0.13,0.04,0.23,0.2,0.12,0.12,0.73,0.54,0.38,0.16,0.82,0.6,0.38,0.82,0.8,0.62,
