报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),37249,182951,134134,82948,35747,153892,105248,61983,28327,114340,79809,51239,24182,101061,77954,99605,94123,78541,
营业收入(万元),37249,182951,134134,82948,35747,153892,105248,61983,28327,114340,79809,51239,24182,101061,77954,99605,94123,78541,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),36016,177092,129174,79592,34462,148169,101320,59414,27357,109718,76562,48985,23284,96940,74350,95441,89616,74189,
营业成本(万元),32663,163916,120150,73955,31841,137490,93452,54723,25121,100763,70559,45069,21412,89139,68580,87373,83060,68211,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),7,115,69,66,46,94,75,23,7,79,56,40,16,-6,-10,128,65,106,
销售费用(万元),1037,4806,3460,2214,970,4879,3354,2059,907,3675,2376,1535,698,3178,2238,3258,2696,2542,
管理费用(万元),1440,6175,3800,2544,1245,4651,3571,2326,1113,4532,3223,2024,1051,4182,3300,4071,3263,2873,
财务费用(万元),610,1288,1091,603,315,-6,70,-24,107,251,-31,162,32,117,33,141,210,378,
资产减值损失(万元),259,792,604,210,45,1060,798,308,102,418,379,156,76,330,209,470,322,79,
公允价值变动收益(万元),--,--,--,-76,-18,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),334,279,101,84,--,211,206,152,75,62,59,53,19,72,49,--,--,--,
对联营企业和合营企业的投资收益(万元),334,356,178,84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1597,6365,5061,3363,1267,5934,4133,2720,1046,4684,3306,2307,917,4193,3653,4163,4507,4352,
营业外收入(万元),--,--,122,122,--,204,153,153,100,323,85,0,0,286,160,479,565,225,
营业外支出(万元),6,5,1,1,--,5,4,4,0,12,6,1,0,2,1,2,10,7,
非流动资产处置损失(万元),--,--,1,1,--,5,--,--,--,1,0,0,--,1,1,--,5,--,
利润总额(万元),1591,6360,5183,3485,1267,6132,4282,2869,1145,4995,3385,2306,917,4477,3812,4640,5061,4570,
所得税费用(万元),240,891,792,589,209,1186,768,525,221,877,481,337,124,632,556,621,680,684,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1350,5469,4390,2895,1058,4946,3514,2345,924,4119,2904,1969,793,3845,3256,4020,4381,3885,
归属于母公司所有者的净利润(万元),1330,5441,4361,2884,1059,4931,3497,2330,912,4120,2887,1959,791,3831,3238,3988,4361,3859,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),21,28,30,12,-1,15,17,15,12,-2,17,10,2,14,17,32,20,26,
基本每股收益,0.04,0.18,0.15,0.1,0.09,0.41,0.29,0.19,0.08,0.46,0.32,0.22,0.09,0.43,0.36,0.44,0.48,--,
稀释每股收益,0.04,0.18,0.15,0.1,0.09,0.41,0.29,0.19,0.08,0.46,0.32,0.22,0.09,0.43,0.36,0.44,0.48,--,
