报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),19978,14836,8570,32384,18349,14725,8885,27118,29816,20614,19354,
营业收入(万元),19978,14836,8570,32384,18349,14725,8885,27118,29816,20614,19354,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),14492,10156,5167,23993,12640,10139,6136,19780,23911,13071,13346,
营业成本(万元),9806,7182,3951,15879,8749,7055,4674,12183,16581,7342,8384,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),284,173,89,433,97,92,38,539,347,274,298,
销售费用(万元),1546,1110,457,2647,1591,1185,507,2872,2287,1709,1347,
管理费用(万元),2994,1902,835,3801,2490,1654,876,3527,3066,2605,2187,
财务费用(万元),-54,-45,9,61,39,8,19,187,428,625,576,
资产减值损失(万元),-84,-166,-173,1173,-327,145,22,472,1202,516,553,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),145,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5631,4680,3402,8391,5710,4585,2749,7338,5905,7543,6008,
营业外收入(万元),1069,194,93,226,162,86,45,253,142,157,160,
营业外支出(万元),7,3,--,5,5,2,2,24,29,111,6,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),6693,4871,3495,8611,5867,4669,2792,7568,6018,7589,6163,
所得税费用(万元),1292,879,549,1345,996,791,419,1193,988,1144,942,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5401,3993,2947,7267,4871,3878,2373,6375,5030,6445,5221,
归属于母公司所有者的净利润(万元),5326,3917,2976,7258,4842,3835,2365,6378,5062,6443,5221,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),76,76,-30,8,29,43,8,-3,-32,1,--,
基本每股收益,0.89,0.64,0.54,1.45,0.97,0.77,0.47,1.28,1.01,1.29,1.04,
稀释每股收益,0.89,0.64,0.54,1.45,0.97,0.77,0.47,1.28,1.01,1.29,1.04,
