报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),13549,49588,35353,21662,9694,33406,24991,16503,8046,32357,24873,16194,8343,35698,26585,16827,8289,33281,30906,23975,
营业收入(万元),13549,49588,35353,21662,9694,33406,24991,16503,8046,32357,24873,16194,8343,35698,26585,16827,8289,33281,30906,23975,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10011,35604,26241,16486,7707,23099,18335,12580,6324,23668,19270,12798,6606,25776,19521,12487,5975,24323,22489,18331,
营业成本(万元),6314,21412,15749,9695,4472,13862,10923,7741,3953,13644,11108,7556,3999,14956,11466,7055,3544,14023,12391,9567,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),177,832,600,378,169,596,330,221,114,412,311,197,106,435,329,206,105,452,449,331,
销售费用(万元),1720,6559,4694,2928,1294,4895,3649,2380,1102,5005,3671,2269,1136,5141,3757,2487,1082,4813,4561,4047,
管理费用(万元),1653,6506,4371,2776,1222,4517,3514,2245,1059,4960,3653,2374,1097,4856,3599,2439,1102,4621,4662,4229,
财务费用(万元),-266,-322,105,50,146,-1128,-855,-480,-194,-581,-94,13,16,113,74,35,16,183,244,2,
资产减值损失(万元),413,617,722,659,403,357,775,474,290,227,619,389,253,275,295,264,127,232,182,155,
公允价值变动收益(万元),--,-48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),12,45,24,24,15,95,88,57,34,48,9,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3602,14312,9394,5295,2002,10403,6744,3980,1756,8737,5612,3396,1736,9922,7064,4340,2313,8958,8417,5643,
营业外收入(万元),--,69,39,23,51,1037,288,194,117,904,519,470,240,531,374,368,35,485,171,133,
营业外支出(万元),7,38,18,0,--,9,8,1,--,17,17,0,--,12,0,0,--,15,45,61,
非流动资产处置损失(万元),--,--,--,--,--,1,1,1,--,0,0,0,--,0,0,0,--,0,1,0,
利润总额(万元),3595,14343,9415,5318,2053,11430,7024,4173,1873,9624,6114,3866,1976,10441,7438,4708,2348,9429,8544,5715,
所得税费用(万元),530,2304,1575,949,359,1664,983,559,269,1415,917,523,327,1550,1087,705,326,1402,1259,818,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3064,12040,7840,4369,1695,9766,6041,3613,1604,8209,5197,3343,1649,8891,6351,4003,2022,8027,7285,4897,
归属于母公司所有者的净利润(万元),3066,12004,7820,4370,1702,9776,6041,3613,1604,8209,5197,3343,1649,8891,6351,4003,2022,8027,7285,4897,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1,35,20,-1,-7,-10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.29,1.13,0.73,0.41,0.16,0.92,0.57,0.68,0.3,1.76,1.17,0.84,0.41,2.22,1.59,1,0.51,2.01,1.82,1.22,
稀释每股收益,0.29,1.13,0.73,0.41,0.16,0.92,0.57,0.68,0.3,1.76,1.17,0.84,0.41,2.22,1.59,1,0.51,2.01,1.82,1.22,
