报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),214770,124564,51307,255928,164681,92114,37273,173399,103755,53371,22325,85789,57754,40138,14139,61472,36565,21413,7245,33316,18465,9890,4291,26374,12762,7542,2574,19286,9220,6135,2826,13804,1089,8431,5116,
营业收入(万元),214770,124564,51307,255928,164681,92114,37273,173399,103755,53371,22325,85789,57754,40138,14139,61472,36565,21413,7245,33316,18465,9890,4291,26374,12762,7542,2574,19286,9220,6135,2826,13804,1089,8431,5116,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),191434,113528,46524,222074,146119,83305,33068,144914,86312,45728,18562,70698,47668,32620,13011,53459,32262,18824,7021,32669,17819,9192,4012,23965,10492,6372,2204,13821,7661,4986,2434,8634,1213,6663,4520,
营业成本(万元),137903,79948,32047,165544,107291,60692,23038,107546,63027,32365,13562,48207,32457,22815,8676,35908,20613,12680,4828,24148,12336,6134,2717,17534,6513,3793,1302,9359,4125,2615,1219,5642,649,5060,3677,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
研发费用(万元),13478,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),1507,877,339,2301,1147,786,380,1503,540,321,107,798,516,297,118,465,222,125,55,154,85,54,26,173,58,35,6,172,52,28,14,194,48,115,45,
销售费用(万元),14655,9254,4560,17543,12257,7382,3428,10777,7280,4406,1777,7246,4927,3181,1539,6746,4500,2663,1071,3723,2588,1582,752,3155,2159,1424,513,2086,1504,1084,640,1068,203,472,261,
管理费用(万元),18668,21121,8775,32533,23279,13679,6095,22086,14286,8391,3354,13967,9703,6210,2974,9835,6555,3761,1382,5169,3290,1906,864,3620,2410,1516,626,2371,1757,1056,546,1628,314,897,459,
