报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),249082,181005,123209,54384,266045,200701,128531,84716,276450,182996,136081,90681,453382,264408,177262,89574,504878,344142,240452,108760,611712,463616,321627,169536,535444,379678,257269,128856,472679,339862,238245,118345,402830,201600,324522,193845,120033,
营业收入(万元),249082,181005,123209,54384,266045,200701,128531,84716,276450,182996,136081,90681,453382,264408,177262,89574,504878,344142,240452,108760,611712,463616,321627,169536,535444,379678,257269,128856,472679,339862,238245,118345,402830,201600,324522,193845,120033,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),269861,189135,133311,58740,364788,231324,161446,83044,338850,245092,170290,84567,446734,300280,196869,85192,495881,327006,228376,103250,517793,396463,269731,156010,461344,332999,227197,118352,418241,306341,213211,109167,347571,171391,277095,181737,117035,
营业成本(万元),118281,84903,58390,26936,106101,79444,51852,34119,111509,75751,53839,34668,197014,121499,81143,40810,232544,142271,100913,44416,236015,170597,122133,63211,189296,140822,94600,46724,169934,122950,88922,48903,151145,75187,130290,92583,55111,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),1560,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),4943,3427,1850,830,4599,3461,2391,1459,3871,1836,1438,904,5050,1485,986,487,6325,3917,2489,1184,7269,5301,4119,2267,7147,5161,3573,1687,5313,3751,2361,1279,4256,1953,1172,485,314,
销售费用(万元),99499,66675,43851,18385,150483,100523,65030,33478,171748,134249,86983,35909,194275,142363,97180,36679,220741,156712,109390,51770,246614,197885,127382,78408,218753,157626,108926,61444,207663,151053,102062,49251,161843,80381,120461,71568,51147,
管理费用(万元),31052,21742,17044,8397,41459,27523,18038,7861,41120,26603,19755,9579,43330,33320,16758,7926,36553,26557,16954,7503,31620,25230,16952,11494,48015,29836,20387,9586,34776,25859,17676,8767,26352,12003,23734,13747,9476,
