报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
营业总收入(万元),274413,161323,58323,358820,252428,156067,65494,311472,208378,143216,66846,272475,191690,117291,50383,220641,150730,84397,38625,199145,137968,76148,34897,191375,130378,73059,30900,169563,105559,61096,114024,46196,98679,106459,
营业收入(万元),274413,161323,58323,358820,252428,156067,65494,311472,208378,143216,66846,272475,191690,117291,50383,220641,150730,84397,38625,199145,137968,76148,34897,191375,130378,73059,30900,169563,105559,61096,114024,46196,98679,106459,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),212016,121930,44070,286803,194734,119796,50553,261601,171897,120351,55733,217673,153171,95929,40246,176334,121893,69035,31363,156984,113990,62777,28483,159633,112758,64033,26810,150935,95217,55239,95093,39784,81671,93182,
营业成本(万元),159557,91148,32362,226424,154737,95070,40851,215254,143602,101155,46474,182338,125903,78094,33308,141286,98025,54050,24484,125382,87906,48525,23030,125185,84709,48738,21325,122215,78870,45000,74414,30355,61619,78029,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
