报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),112993,313838,218438,156397,101005,303833,213914,151257,96724,292680,214471,153045,93697,295895,216542,151479,339496,335356,288966,
营业收入(万元),112993,313838,218438,156397,101005,303833,213914,151257,96724,292680,214471,153045,93697,295895,216542,151479,339496,335356,288966,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),70440,228040,161674,111306,63024,216866,151731,106205,61157,220957,160805,113450,65584,230394,170515,117439,282501,271771,231530,
营业成本(万元),39088,123534,87305,60955,35072,116162,81929,56975,33109,121960,89256,62543,36262,134424,99591,68074,157594,155554,134373,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),17258,49457,34849,24510,15006,47493,31919,23153,14435,45746,33655,24423,15726,46397,35503,25304,50459,49147,38658,
销售费用(万元),10004,40657,29042,19104,9644,38216,27168,18714,9878,38227,27511,19328,9635,35959,25257,17290,61193,56200,50102,
管理费用(万元),4136,15660,11631,7824,3724,16022,11963,8220,4081,17542,12386,8565,4466,15405,11182,7420,14925,12505,9710,
财务费用(万元),-142,-1316,-1191,-1016,-457,-1422,-1188,-871,-319,-2415,-2004,-1307,-466,-1900,-1142,-765,-1809,-1832,-1145,
资产减值损失(万元),96,48,38,-73,36,395,-59,14,-27,-102,1,-102,-39,108,125,116,139,196,-168,
公允价值变动收益(万元),208,9,27,--,--,324,796,751,-1688,-324,-4,--,--,--,--,--,--,--,--,
投资收益(万元),446,3914,1485,624,268,2328,926,-1980,189,464,34,--,--,--,--,--,--,--,1516,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),43299,90326,59245,46260,38249,89619,63904,43823,34069,71862,53695,39595,28114,65502,46026,34040,56995,63585,58952,
营业外收入(万元),50,875,50,20,352,3168,1366,709,447,2292,1586,813,414,1640,1304,1017,1177,887,1839,
营业外支出(万元),9,2285,2460,2442,192,2135,2099,381,96,3141,2623,2507,562,2101,700,142,1938,1851,687,
非流动资产处置损失(万元),--,--,194,188,159,482,456,275,7,1301,1034,1012,530,444,352,112,1462,1350,347,
利润总额(万元),43341,88916,56835,43838,38408,90651,63171,44151,34420,71013,52658,37901,27966,65041,46631,34915,56235,62621,60105,
所得税费用(万元),10907,22209,14085,10888,9525,22320,15803,11096,8898,17973,13631,9838,7313,16385,12110,9103,14010,16027,15084,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),32434,66707,42750,32949,28883,68331,47368,33054,25522,53040,39027,28062,20653,48656,34521,25811,42225,46595,45021,
归属于母公司所有者的净利润(万元),32415,66664,42777,32947,28825,68301,47358,33053,25522,53040,39027,28062,20653,48656,34521,25811,42225,46595,44795,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),19,43,-26,2,59,31,9,1,--,--,--,--,--,--,--,--,--,--,227,
基本每股收益,0.41,0.83,0.53,0.41,0.36,0.85,0.59,0.41,0.32,0.69,0.52,0.38,0.29,0.68,0.48,0.36,0.59,0.65,0.62,
稀释每股收益,0.41,0.83,0.53,0.41,0.36,0.85,0.59,0.41,0.32,0.69,0.52,0.38,0.29,0.68,0.48,0.36,0.59,0.65,0.62,
